;parameters;modelo;auc_tr;accuracy_tr;precision_tr;recall_tr;f1_tr;Matriz_tr;auc_te;accuracy_te;precision_te;recall_te;f1_te;Matriz_te
53;{'n_estimators': 102, 'max_depth': 5, 'min_data_in_leaf': 25, 'learning_rate': 0.5371428571428571};Lighgbm;1.0;1.0;1.0;1.0;1.0;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";0.7956527777777777;0.6666666666666666;0.6391474990872581;0.5416666666666666;0.5439244663382594;"[[16  2  2  0]
 [ 2  6 11  1]
 [ 2  1 55  2]
 [ 2  0 15  3]]"
54;{'n_estimators': 93, 'max_depth': 11, 'min_data_in_leaf': 24, 'learning_rate': 0.6612244897959183};Lighgbm;1.0;1.0;1.0;1.0;1.0;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";0.8012916666666666;0.6583333333333333;0.6396933229813664;0.5458333333333333;0.5480712440014766;"[[17  0  3  0]
 [ 2  6  9  3]
 [ 2  1 53  4]
 [ 2  0 15  3]]"
55;{'n_estimators': 99, 'max_depth': 11, 'min_data_in_leaf': 28, 'learning_rate': 0.38204081632653064};Lighgbm;1.0;1.0;1.0;1.0;1.0;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";0.8125;0.675;0.6578159645232816;0.5625;0.5668807718103492;"[[17  1  2  0]
 [ 2  7 10  1]
 [ 2  2 54  2]
 [ 1  0 16  3]]"
56;{'n_estimators': 113, 'max_depth': 8, 'min_data_in_leaf': 55, 'learning_rate': 0.45183673469387753};Lighgbm;1.0;1.0;1.0;1.0;1.0;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";0.8140138888888889;0.6666666666666666;0.6424470457079153;0.575;0.5791424055414154;"[[18  0  2  0]
 [ 2  8  9  1]
 [ 2  2 51  5]
 [ 1  0 16  3]]"
57;{'n_estimators': 157, 'max_depth': 9, 'min_data_in_leaf': 58, 'learning_rate': 0.4906122448979592};Lighgbm;1.0;1.0;1.0;1.0;1.0;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";0.7869027777777777;0.65;0.6056818181818182;0.5416666666666666;0.5432676518883416;"[[17  1  2  0]
 [ 2  6 10  2]
 [ 2  2 52  4]
 [ 1  0 16  3]]"
58;{'n_estimators': 151, 'max_depth': 9, 'min_data_in_leaf': 64, 'learning_rate': 0.653469387755102};Lighgbm;1.0;1.0;1.0;1.0;1.0;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";0.7771805555555555;0.6333333333333333;0.5951028138528138;0.5333333333333333;0.5311935239236864;"[[17  0  3  0]
 [ 3  6  9  2]
 [ 2  2 50  6]
 [ 2  0 15  3]]"
59;{'n_estimators': 119, 'max_depth': 7, 'min_data_in_leaf': 45, 'learning_rate': 0.42081632653061224};Lighgbm;1.0;1.0;1.0;1.0;1.0;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";0.8016388888888888;0.6833333333333333;0.6660951853025023;0.575;0.5872286586904942;"[[17  1  2  0]
 [ 2  8  9  1]
 [ 1  2 54  3]
 [ 0  0 17  3]]"
60;{'n_estimators': 111, 'max_depth': 7, 'min_data_in_leaf': 48, 'learning_rate': 0.5061224489795918};Lighgbm;1.0;1.0;1.0;1.0;1.0;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";0.8016111111111112;0.65;0.6481348293057154;0.55;0.5486686671416308;"[[18  0  2  0]
 [ 3  5 11  1]
 [ 2  1 51  6]
 [ 1  0 15  4]]"
61;{'n_estimators': 88, 'max_depth': 5, 'min_data_in_leaf': 35, 'learning_rate': 0.5681632653061224};Lighgbm;1.0;1.0;1.0;1.0;1.0;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";0.8047777777777777;0.6833333333333333;0.6623643761301988;0.5833333333333334;0.584081825448732;"[[18  0  2  0]
 [ 3  8  8  1]
 [ 2  2 53  3]
 [ 1  0 16  3]]"
62;{'n_estimators': 135, 'max_depth': 7, 'min_data_in_leaf': 21, 'learning_rate': 0.6224489795918366};Lighgbm;1.0;1.0;1.0;1.0;1.0;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";0.7997222222222222;0.675;0.6743395707209686;0.5791666666666667;0.5894866830787862;"[[17  0  3  0]
 [ 1  8 11  0]
 [ 2  2 52  4]
 [ 3  0 13  4]]"
63;{'n_estimators': 101, 'max_depth': 6, 'min_data_in_leaf': 57, 'learning_rate': 0.5681632653061224};Lighgbm;1.0;1.0;1.0;1.0;1.0;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";0.8083055555555556;0.675;0.6351495726495726;0.5708333333333333;0.5689882331561492;"[[18  0  2  0]
 [ 2  6 10  2]
 [ 2  2 53  3]
 [ 2  1 13  4]]"
64;{'n_estimators': 128, 'max_depth': 5, 'min_data_in_leaf': 60, 'learning_rate': 0.3277551020408163};Lighgbm;1.0;1.0;1.0;1.0;1.0;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";0.7967083333333332;0.6666666666666666;0.6163215163215162;0.5833333333333334;0.5851666039550149;"[[18  0  2  0]
 [ 3  8  8  1]
 [ 1  4 50  5]
 [ 0  2 14  4]]"
65;{'n_estimators': 153, 'max_depth': 5, 'min_data_in_leaf': 22, 'learning_rate': 0.5526530612244898};Lighgbm;1.0;1.0;1.0;1.0;1.0;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";0.7839166666666666;0.65;0.6571476964769647;0.5416666666666667;0.5366095633361296;"[[18  0  2  0]
 [ 2  4 14  0]
 [ 2  5 52  1]
 [ 2  0 14  4]]"
66;{'n_estimators': 135, 'max_depth': 9, 'min_data_in_leaf': 35, 'learning_rate': 0.4673469387755102};Lighgbm;1.0;1.0;1.0;1.0;1.0;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";0.8045;0.6833333333333333;0.71880081300813;0.5750000000000001;0.5781345754779461;"[[18  0  2  0]
 [ 2  6 11  1]
 [ 3  3 54  0]
 [ 1  0 15  4]]"
67;{'n_estimators': 113, 'max_depth': 8, 'min_data_in_leaf': 33, 'learning_rate': 0.40530612244897957};Lighgbm;1.0;1.0;1.0;1.0;1.0;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";0.7950138888888889;0.675;0.6468881856540084;0.5708333333333333;0.5700697838504835;"[[18  0  2  0]
 [ 2  6 11  1]
 [ 2  2 53  3]
 [ 2  1 13  4]]"
68;{'n_estimators': 142, 'max_depth': 10, 'min_data_in_leaf': 56, 'learning_rate': 0.6146938775510205};Lighgbm;1.0;1.0;1.0;1.0;1.0;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";0.8040972222222222;0.6666666666666666;0.6740186676895538;0.575;0.5898571782967715;"[[17  0  3  0]
 [ 2  7 11  0]
 [ 3  1 51  5]
 [ 0  1 14  5]]"
69;{'n_estimators': 91, 'max_depth': 6, 'min_data_in_leaf': 50, 'learning_rate': 0.7};Lighgbm;1.0;1.0;1.0;1.0;1.0;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";0.8057361111111111;0.6666666666666666;0.637775784157363;0.5750000000000001;0.5786795934877136;"[[17  0  3  0]
 [ 2  8  9  1]
 [ 2  3 51  4]
 [ 3  0 13  4]]"
70;{'n_estimators': 150, 'max_depth': 5, 'min_data_in_leaf': 26, 'learning_rate': 0.42081632653061224};Lighgbm;1.0;1.0;1.0;1.0;1.0;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";0.83275;0.675;0.6716991341991342;0.5791666666666667;0.593492188378105;"[[17  0  3  0]
 [ 1  8 10  1]
 [ 2  3 52  3]
 [ 1  0 15  4]]"
71;{'n_estimators': 86, 'max_depth': 7, 'min_data_in_leaf': 47, 'learning_rate': 0.7};Lighgbm;1.0;1.0;1.0;1.0;1.0;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";0.8051527777777777;0.6416666666666667;0.592311507936508;0.5375;0.5406093556009451;"[[17  0  3  0]
 [ 2  7 10  1]
 [ 1  2 51  6]
 [ 1  1 16  2]]"
72;{'n_estimators': 90, 'max_depth': 11, 'min_data_in_leaf': 23, 'learning_rate': 0.5293877551020408};Lighgbm;1.0;1.0;1.0;1.0;1.0;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";0.7891944444444444;0.675;0.689258658008658;0.5541666666666666;0.5641407203907204;"[[16  0  3  1]
 [ 2  7 11  0]
 [ 2  1 55  2]
 [ 2  0 15  3]]"
73;{'n_estimators': 111, 'max_depth': 10, 'min_data_in_leaf': 26, 'learning_rate': 0.3277551020408163};Lighgbm;1.0;1.0;1.0;1.0;1.0;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";0.8188888888888889;0.675;0.6677181219864147;0.5708333333333333;0.5771506433235428;"[[18  0  2  0]
 [ 1  7 11  1]
 [ 2  2 53  3]
 [ 1  0 16  3]]"
74;{'n_estimators': 82, 'max_depth': 10, 'min_data_in_leaf': 41, 'learning_rate': 0.36653061224489797};Lighgbm;1.0;1.0;1.0;1.0;1.0;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";0.8282777777777777;0.6583333333333333;0.6300117135207497;0.5375000000000001;0.5470624203382825;"[[16  1  3  0]
 [ 2  5 12  1]
 [ 1  1 54  4]
 [ 1  1 14  4]]"
75;{'n_estimators': 155, 'max_depth': 6, 'min_data_in_leaf': 32, 'learning_rate': 0.40530612244897957};Lighgbm;1.0;1.0;1.0;1.0;1.0;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";0.791236111111111;0.6666666666666666;0.6427083333333333;0.5583333333333332;0.5568265068265068;"[[17  1  2  0]
 [ 2  7 10  1]
 [ 3  2 53  2]
 [ 2  0 15  3]]"
76;{'n_estimators': 88, 'max_depth': 6, 'min_data_in_leaf': 47, 'learning_rate': 0.5604081632653061};Lighgbm;1.0;1.0;1.0;1.0;1.0;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";0.816375;0.6666666666666666;0.6368631368631368;0.575;0.5790827529957966;"[[17  0  3  0]
 [ 2  9  8  1]
 [ 2  4 51  3]
 [ 1  0 16  3]]"
77;{'n_estimators': 159, 'max_depth': 8, 'min_data_in_leaf': 35, 'learning_rate': 0.3510204081632653};Lighgbm;1.0;1.0;1.0;1.0;1.0;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";0.8159861111111111;0.7;0.7015934607398022;0.5916666666666667;0.6014342761550144;"[[18  0  2  0]
 [ 2  8  9  1]
 [ 1  1 55  3]
 [ 1  0 16  3]]"
78;{'n_estimators': 88, 'max_depth': 11, 'min_data_in_leaf': 55, 'learning_rate': 0.36653061224489797};Lighgbm;1.0;1.0;1.0;1.0;1.0;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";0.824;0.6833333333333333;0.6807216183574879;0.5833333333333334;0.5907062664680949;"[[18  0  2  0]
 [ 3  7  9  1]
 [ 2  2 53  3]
 [ 0  0 16  4]]"
79;{'n_estimators': 133, 'max_depth': 10, 'min_data_in_leaf': 54, 'learning_rate': 0.32};Lighgbm;1.0;1.0;1.0;1.0;1.0;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";0.7801944444444444;0.675;0.6515151515151515;0.5625;0.5687471613737204;"[[17  1  2  0]
 [ 2  6 11  1]
 [ 2  1 54  3]
 [ 1  1 14  4]]"
80;{'n_estimators': 137, 'max_depth': 11, 'min_data_in_leaf': 35, 'learning_rate': 0.45183673469387753};Lighgbm;1.0;1.0;1.0;1.0;1.0;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";0.8313472222222222;0.6916666666666667;0.7;0.5875;0.5938311688311688;"[[18  0  2  0]
 [ 2  6 11  1]
 [ 2  2 54  2]
 [ 2  0 13  5]]"
81;{'n_estimators': 84, 'max_depth': 8, 'min_data_in_leaf': 50, 'learning_rate': 0.45959183673469384};Lighgbm;1.0;1.0;1.0;1.0;1.0;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";0.8156805555555555;0.6583333333333333;0.6430895707209685;0.5541666666666666;0.5597247783168814;"[[17  0  3  0]
 [ 2  7 10  1]
 [ 1  1 52  6]
 [ 3  0 14  3]]"
82;{'n_estimators': 82, 'max_depth': 5, 'min_data_in_leaf': 30, 'learning_rate': 0.4828571428571429};Lighgbm;1.0;1.0;1.0;1.0;1.0;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";0.8218888888888889;0.7;0.7049238999397227;0.6083333333333334;0.624445391422054;"[[18  0  2  0]
 [ 1  8 10  1]
 [ 1  4 53  2]
 [ 1  0 14  5]]"
83;{'n_estimators': 128, 'max_depth': 8, 'min_data_in_leaf': 36, 'learning_rate': 0.4983673469387755};Lighgbm;1.0;1.0;1.0;1.0;1.0;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";0.8365833333333335;0.6833333333333333;0.6553030303030303;0.575;0.5763706094866012;"[[18  0  2  0]
 [ 2  7  9  2]
 [ 2  3 54  1]
 [ 0  1 16  3]]"
84;{'n_estimators': 161, 'max_depth': 8, 'min_data_in_leaf': 64, 'learning_rate': 0.5371428571428571};Lighgbm;1.0;1.0;1.0;1.0;1.0;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";0.7776666666666667;0.6333333333333333;0.5907407407407408;0.525;0.5325752017608217;"[[16  1  3  0]
 [ 2  6 10  2]
 [ 2  3 51  4]
 [ 0  0 17  3]]"
85;{'n_estimators': 101, 'max_depth': 10, 'min_data_in_leaf': 51, 'learning_rate': 0.38979591836734695};Lighgbm;1.0;1.0;1.0;1.0;1.0;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";0.7844583333333333;0.6583333333333333;0.6185688405797102;0.5541666666666666;0.5520363157291787;"[[18  0  2  0]
 [ 2  6 11  1]
 [ 2  2 52  4]
 [ 1  1 15  3]]"
86;{'n_estimators': 150, 'max_depth': 7, 'min_data_in_leaf': 33, 'learning_rate': 0.3277551020408163};Lighgbm;1.0;1.0;1.0;1.0;1.0;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";0.8003888888888889;0.675;0.6663798309178743;0.5708333333333333;0.5784625959445526;"[[17  0  3  0]
 [ 3  8  8  1]
 [ 2  1 53  4]
 [ 1  0 16  3]]"
87;{'n_estimators': 104, 'max_depth': 10, 'min_data_in_leaf': 54, 'learning_rate': 0.3277551020408163};Lighgbm;1.0;1.0;1.0;1.0;1.0;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";0.8092916666666667;0.675;0.6519529869211735;0.5625;0.5605837542061947;"[[18  0  2  0]
 [ 3  6 10  1]
 [ 1  3 54  2]
 [ 1  0 16  3]]"
88;{'n_estimators': 122, 'max_depth': 7, 'min_data_in_leaf': 23, 'learning_rate': 0.3277551020408163};Lighgbm;1.0;1.0;1.0;1.0;1.0;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";0.8040416666666667;0.675;0.7209247648902822;0.5541666666666666;0.5575143903715332;"[[18  0  2  0]
 [ 1  5 14  0]
 [ 2  1 55  2]
 [ 1  0 16  3]]"
89;{'n_estimators': 104, 'max_depth': 8, 'min_data_in_leaf': 52, 'learning_rate': 0.5061224489795918};Lighgbm;1.0;1.0;1.0;1.0;1.0;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";0.8118472222222224;0.6666666666666666;0.6568514684456713;0.5583333333333332;0.5600808370348884;"[[18  0  2  0]
 [ 2  6 10  2]
 [ 2  1 53  4]
 [ 1  0 16  3]]"
90;{'n_estimators': 146, 'max_depth': 5, 'min_data_in_leaf': 52, 'learning_rate': 0.3587755102040816};Lighgbm;1.0;1.0;1.0;1.0;1.0;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";0.7979027777777778;0.675;0.6797313477512534;0.5625;0.5647801810592508;"[[18  0  2  0]
 [ 2  6 11  1]
 [ 2  1 54  3]
 [ 1  0 16  3]]"
91;{'n_estimators': 148, 'max_depth': 5, 'min_data_in_leaf': 58, 'learning_rate': 0.3510204081632653};Lighgbm;1.0;1.0;1.0;1.0;1.0;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";0.7967638888888888;0.6666666666666666;0.6766652403366139;0.5666666666666667;0.5884036313370942;"[[17  0  3  0]
 [ 1  7 11  1]
 [ 1  2 52  5]
 [ 0  0 16  4]]"
92;{'n_estimators': 115, 'max_depth': 11, 'min_data_in_leaf': 35, 'learning_rate': 0.5914285714285714};Lighgbm;1.0;1.0;1.0;1.0;1.0;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";0.8066527777777777;0.6666666666666666;0.630175983436853;0.5666666666666667;0.5655321967569187;"[[18  0  2  0]
 [ 3  6 10  1]
 [ 1  5 52  2]
 [ 1  1 14  4]]"
93;{'n_estimators': 141, 'max_depth': 9, 'min_data_in_leaf': 35, 'learning_rate': 0.6224489795918366};Lighgbm;1.0;1.0;1.0;1.0;1.0;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";0.7957777777777778;0.65;0.6105150887759583;0.5583333333333333;0.5586361352482596;"[[18  0  2  0]
 [ 2  5 12  1]
 [ 2  5 50  3]
 [ 1  1 13  5]]"
94;{'n_estimators': 106, 'max_depth': 5, 'min_data_in_leaf': 59, 'learning_rate': 0.3587755102040816};Lighgbm;1.0;1.0;1.0;1.0;1.0;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";0.8010277777777778;0.6666666666666666;0.6325504658385093;0.5583333333333332;0.5591823551125876;"[[17  0  3  0]
 [ 3  7 10  0]
 [ 1  2 53  4]
 [ 2  1 14  3]]"
95;{'n_estimators': 84, 'max_depth': 10, 'min_data_in_leaf': 57, 'learning_rate': 0.6146938775510205};Lighgbm;1.0;1.0;1.0;1.0;1.0;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";0.7904305555555555;0.6666666666666666;0.6059011164274322;0.5666666666666667;0.5685574229691878;"[[17  1  2  0]
 [ 2  8  7  3]
 [ 2  2 52  4]
 [ 1  1 15  3]]"
96;{'n_estimators': 97, 'max_depth': 7, 'min_data_in_leaf': 36, 'learning_rate': 0.45959183673469384};Lighgbm;1.0;1.0;1.0;1.0;1.0;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";0.8058611111111111;0.675;0.6361283643892339;0.5625;0.5597955187011476;"[[18  0  2  0]
 [ 2  6 11  1]
 [ 1  2 54  3]
 [ 2  1 14  3]]"
97;{'n_estimators': 113, 'max_depth': 10, 'min_data_in_leaf': 40, 'learning_rate': 0.6689795918367347};Lighgbm;1.0;1.0;1.0;1.0;1.0;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";0.8015833333333333;0.6666666666666666;0.6418296892980437;0.5666666666666667;0.5737631093282056;"[[17  0  3  0]
 [ 1  7 11  1]
 [ 2  3 52  3]
 [ 2  1 13  4]]"
98;{'n_estimators': 157, 'max_depth': 8, 'min_data_in_leaf': 28, 'learning_rate': 0.42081632653061224};Lighgbm;1.0;1.0;1.0;1.0;1.0;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";0.8270416666666667;0.675;0.6572934595524956;0.5625;0.573533411033411;"[[17  0  3  0]
 [ 1  7 11  1]
 [ 1  2 54  3]
 [ 1  1 15  3]]"
99;{'n_estimators': 111, 'max_depth': 7, 'min_data_in_leaf': 49, 'learning_rate': 0.4751020408163265};Lighgbm;1.0;1.0;1.0;1.0;1.0;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";0.8076805555555555;0.6666666666666666;0.6636503928170596;0.5666666666666667;0.5747912517905182;"[[18  0  2  0]
 [ 2  6 11  1]
 [ 2  2 52  4]
 [ 0  0 16  4]]"
