;parameters;modelo;auc_tr;accuracy_tr;precision_tr;recall_tr;f1_tr;Matriz_tr;auc_te;accuracy_te;precision_te;recall_te;f1_te;Matriz_te
47;{'n_estimators': 110, 'max_depth': 7, 'min_data_in_leaf': 60, 'learning_rate': 0.39755102040816326};Lighgbm;1.0;1.0;1.0;1.0;1.0;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";0.8556527777777778;0.7083333333333334;0.6695742637644047;0.6208333333333333;0.6330936477644493;"[[15  1  3  1]
 [ 1 10  7  2]
 [ 3  2 53  2]
 [ 3  2  8  7]]"
48;{'n_estimators': 106, 'max_depth': 6, 'min_data_in_leaf': 29, 'learning_rate': 0.6922448979591836};Lighgbm;1.0;1.0;1.0;1.0;1.0;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";0.8105138888888889;0.65;0.5613118289033621;0.5416666666666667;0.5341493891425493;"[[16  1  2  1]
 [ 2  8  8  2]
 [ 3  2 52  3]
 [ 2  2 14  2]]"
49;{'n_estimators': 124, 'max_depth': 6, 'min_data_in_leaf': 54, 'learning_rate': 0.4363265306122449};Lighgbm;1.0;1.0;1.0;1.0;1.0;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";0.8324722222222223;0.6916666666666667;0.6487812187812189;0.5874999999999999;0.600913144028801;"[[15  0  4  1]
 [ 2  8  7  3]
 [ 3  2 54  1]
 [ 1  3 10  6]]"
50;{'n_estimators': 97, 'max_depth': 5, 'min_data_in_leaf': 58, 'learning_rate': 0.4751020408163265};Lighgbm;1.0;1.0;1.0;1.0;1.0;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";0.8521527777777778;0.6916666666666667;0.6357142857142857;0.5791666666666666;0.5901216855305809;"[[14  2  2  2]
 [ 2  9  6  3]
 [ 4  1 55  0]
 [ 1  2 12  5]]"
51;{'n_estimators': 93, 'max_depth': 5, 'min_data_in_leaf': 27, 'learning_rate': 0.6922448979591836};Lighgbm;1.0;1.0;1.0;1.0;1.0;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";0.8360277777777778;0.6666666666666666;0.6068137254901961;0.5583333333333333;0.5633329758329758;"[[15  1  3  1]
 [ 2  8  8  2]
 [ 3  3 53  1]
 [ 0  5 11  4]]"
52;{'n_estimators': 72, 'max_depth': 6, 'min_data_in_leaf': 23, 'learning_rate': 0.6689795918367347};Lighgbm;1.0;1.0;1.0;1.0;1.0;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";0.8346111111111111;0.6583333333333333;0.6154761904761904;0.5375;0.5470449172576832;"[[14  2  4  0]
 [ 1  8  9  2]
 [ 3  1 54  2]
 [ 2  1 14  3]]"
53;{'n_estimators': 102, 'max_depth': 5, 'min_data_in_leaf': 25, 'learning_rate': 0.5371428571428571};Lighgbm;1.0;1.0;1.0;1.0;1.0;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";0.8245972222222222;0.675;0.6380637254901961;0.5708333333333333;0.5811901186901187;"[[15  1  3  1]
 [ 2  8  8  2]
 [ 2  5 53  0]
 [ 1  3 11  5]]"
54;{'n_estimators': 93, 'max_depth': 11, 'min_data_in_leaf': 24, 'learning_rate': 0.6612244897959183};Lighgbm;1.0;1.0;1.0;1.0;1.0;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";0.8367361111111111;0.6583333333333333;0.6019306643858294;0.5291666666666666;0.5424831956522097;"[[14  1  3  2]
 [ 1  7 10  2]
 [ 2  2 55  1]
 [ 0  3 14  3]]"
55;{'n_estimators': 99, 'max_depth': 11, 'min_data_in_leaf': 28, 'learning_rate': 0.38204081632653064};Lighgbm;1.0;1.0;1.0;1.0;1.0;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";0.8314027777777778;0.675;0.6432748538011697;0.5791666666666667;0.5916690814256738;"[[16  0  3  1]
 [ 2  8  9  1]
 [ 2  4 52  2]
 [ 0  3 12  5]]"
56;{'n_estimators': 113, 'max_depth': 8, 'min_data_in_leaf': 55, 'learning_rate': 0.45183673469387753};Lighgbm;1.0;1.0;1.0;1.0;1.0;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";0.8325;0.6666666666666666;0.6199162679425837;0.5583333333333332;0.5740554906826254;"[[14  2  3  1]
 [ 2  7  8  3]
 [ 2  4 53  1]
 [ 1  1 12  6]]"
57;{'n_estimators': 157, 'max_depth': 9, 'min_data_in_leaf': 58, 'learning_rate': 0.4906122448979592};Lighgbm;1.0;1.0;1.0;1.0;1.0;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";0.8454027777777777;0.675;0.6257803269789571;0.5791666666666666;0.5885487867395762;"[[15  0  3  2]
 [ 3  9  6  2]
 [ 3  2 52  3]
 [ 1  2 12  5]]"
58;{'n_estimators': 151, 'max_depth': 9, 'min_data_in_leaf': 64, 'learning_rate': 0.653469387755102};Lighgbm;1.0;1.0;1.0;1.0;1.0;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";0.8392777777777778;0.6583333333333333;0.5809823737905929;0.5458333333333333;0.5505738778765095;"[[14  3  2  1]
 [ 3  6  7  4]
 [ 4  1 53  2]
 [ 1  2 11  6]]"
59;{'n_estimators': 119, 'max_depth': 7, 'min_data_in_leaf': 45, 'learning_rate': 0.42081632653061224};Lighgbm;1.0;1.0;1.0;1.0;1.0;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";0.838875;0.6916666666666667;0.6402246402246402;0.5874999999999999;0.598840618953642;"[[15  1  3  1]
 [ 2  8  7  3]
 [ 3  2 54  1]
 [ 1  3 10  6]]"
