;parameters;modelo;auc_tr;accuracy_tr;precision_tr;recall_tr;f1_tr;Matriz_tr;auc_te;accuracy_te;precision_te;recall_te;f1_te;Matriz_te
1401;{'n_estimators': 97, 'max_depth': 2, 'min_data_in_leaf': 52, 'learning_rate': 0,6566666666666666};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";84,37%;66,67%;61,93%;59,17%;60,07%;"[[13  1  4  2]
 [ 3 10  5  2]
 [ 4  5 49  2]
 [ 1  2  9  8]]"
1483;{'n_estimators': 100, 'max_depth': 3, 'min_data_in_leaf': 54, 'learning_rate': 0,6844444444444444};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";83,90%;67,50%;62,07%;59,58%;60,05%;"[[15  1  2  2]
 [ 1 12  5  2]
 [ 2  5 50  3]
 [ 0  3 13  4]]"
1485;{'n_estimators': 95, 'max_depth': 8, 'min_data_in_leaf': 52, 'learning_rate': 0,6455555555555555};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";83,78%;67,50%;64,24%;58,75%;60,04%;"[[13  3  3  1]
 [ 3 11  6  0]
 [ 4  2 51  3]
 [ 0  2 12  6]]"
2149;{'n_estimators': 95, 'max_depth': 8, 'min_data_in_leaf': 52, 'learning_rate': 0,6455555555555555};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";83,78%;67,50%;64,24%;58,75%;60,04%;"[[13  3  3  1]
 [ 3 11  6  0]
 [ 4  2 51  3]
 [ 0  2 12  6]]"
2319;{'n_estimators': 98, 'max_depth': 7, 'min_data_in_leaf': 50, 'learning_rate': 0,6455555555555555};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";82,82%;68,33%;64,22%;58,33%;60,04%;"[[14  2  3  1]
 [ 2  9  7  2]
 [ 2  3 53  2]
 [ 0  3 11  6]]"
730;{'n_estimators': 99, 'max_depth': 3, 'min_data_in_leaf': 47, 'learning_rate': 0,6622222222222222};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";84,28%;69,17%;65,41%;59,58%;60,04%;"[[15  1  2  2]
 [ 2 11  6  1]
 [ 3  4 53  0]
 [ 0  3 13  4]]"
1816;{'n_estimators': 98, 'max_depth': 2, 'min_data_in_leaf': 55, 'learning_rate': 0,6844444444444444};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";83,48%;68,33%;63,66%;58,33%;60,03%;"[[13  2  3  2]
 [ 2 10  6  2]
 [ 2  3 53  2]
 [ 0  3 11  6]]"
874;{'n_estimators': 98, 'max_depth': 7, 'min_data_in_leaf': 50, 'learning_rate': 0,6844444444444444};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";81,50%;68,33%;62,40%;59,17%;60,02%;"[[14  2  2  2]
 [ 2 11  6  1]
 [ 3  1 52  4]
 [ 1  3 11  5]]"
1204;{'n_estimators': 96, 'max_depth': 7, 'min_data_in_leaf': 50, 'learning_rate': 0,6844444444444444};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";81,39%;68,33%;62,40%;59,17%;60,02%;"[[14  2  2  2]
 [ 2 11  6  1]
 [ 3  1 52  4]
 [ 1  3 11  5]]"
1941;{'n_estimators': 97, 'max_depth': 7, 'min_data_in_leaf': 50, 'learning_rate': 0,6844444444444444};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";81,49%;68,33%;62,40%;59,17%;60,02%;"[[14  2  2  2]
 [ 2 11  6  1]
 [ 3  1 52  4]
 [ 1  3 11  5]]"
892;{'n_estimators': 98, 'max_depth': 10, 'min_data_in_leaf': 53, 'learning_rate': 0,6511111111111111};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";82,49%;69,17%;64,96%;59,58%;60,02%;"[[15  2  2  1]
 [ 3 10  7  0]
 [ 3  2 53  2]
 [ 1  4 10  5]]"
987;{'n_estimators': 98, 'max_depth': 10, 'min_data_in_leaf': 53, 'learning_rate': 0,6511111111111111};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";82,49%;69,17%;64,96%;59,58%;60,02%;"[[15  2  2  1]
 [ 3 10  7  0]
 [ 3  2 53  2]
 [ 1  4 10  5]]"
1426;{'n_estimators': 98, 'max_depth': 10, 'min_data_in_leaf': 53, 'learning_rate': 0,6511111111111111};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";82,49%;69,17%;64,96%;59,58%;60,02%;"[[15  2  2  1]
 [ 3 10  7  0]
 [ 3  2 53  2]
 [ 1  4 10  5]]"
1726;{'n_estimators': 96, 'max_depth': 10, 'min_data_in_leaf': 53, 'learning_rate': 0,6511111111111111};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";82,52%;69,17%;64,96%;59,58%;60,02%;"[[15  2  2  1]
 [ 3 10  7  0]
 [ 3  2 53  2]
 [ 1  4 10  5]]"
2440;{'n_estimators': 100, 'max_depth': 10, 'min_data_in_leaf': 53, 'learning_rate': 0,6511111111111111};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";82,37%;69,17%;64,96%;59,58%;60,02%;"[[15  2  2  1]
 [ 3 10  7  0]
 [ 3  2 53  2]
 [ 1  4 10  5]]"
1336;{'n_estimators': 96, 'max_depth': 5, 'min_data_in_leaf': 48, 'learning_rate': 0,6733333333333333};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";83,05%;68,33%;64,85%;60,00%;60,02%;"[[15  1  3  1]
 [ 2 12  5  1]
 [ 4  4 51  1]
 [ 0  3 13  4]]"
1819;{'n_estimators': 96, 'max_depth': 5, 'min_data_in_leaf': 48, 'learning_rate': 0,6733333333333333};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";83,05%;68,33%;64,85%;60,00%;60,02%;"[[15  1  3  1]
 [ 2 12  5  1]
 [ 4  4 51  1]
 [ 0  3 13  4]]"
0;{'n_estimators': 95, 'max_depth': 2, 'min_data_in_leaf': 46, 'learning_rate': 0,6566666666666666};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";84,40%;67,50%;63,00%;58,75%;60,02%;"[[15  1  3  1]
 [ 2  9  7  2]
 [ 2  3 51  4]
 [ 1  2 11  6]]"
2131;{'n_estimators': 96, 'max_depth': 2, 'min_data_in_leaf': 54, 'learning_rate': 0,64};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";84,07%;68,33%;62,73%;59,17%;60,02%;"[[15  1  2  2]
 [ 2  9  7  2]
 [ 3  3 52  2]
 [ 1  3 10  6]]"
1497;{'n_estimators': 98, 'max_depth': 1, 'min_data_in_leaf': 50, 'learning_rate': 0,6844444444444444};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";81,60%;66,67%;61,25%;59,17%;60,00%;"[[13  2  3  2]
 [ 4  8  7  1]
 [ 3  5 49  3]
 [ 0  4  6 10]]"
2259;{'n_estimators': 98, 'max_depth': 1, 'min_data_in_leaf': 50, 'learning_rate': 0,6844444444444444};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";81,60%;66,67%;61,25%;59,17%;60,00%;"[[13  2  3  2]
 [ 4  8  7  1]
 [ 3  5 49  3]
 [ 0  4  6 10]]"
934;{'n_estimators': 96, 'max_depth': 7, 'min_data_in_leaf': 51, 'learning_rate': 0,6788888888888889};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";82,86%;68,33%;64,65%;58,33%;60,00%;"[[14  2  3  1]
 [ 3  8  8  1]
 [ 2  3 53  2]
 [ 1  2 10  7]]"
2439;{'n_estimators': 97, 'max_depth': 1, 'min_data_in_leaf': 50, 'learning_rate': 0,6622222222222222};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";81,17%;66,67%;64,25%;58,33%;59,99%;"[[13  3  3  1]
 [ 1 10  8  1]
 [ 3  5 50  2]
 [ 0  4  9  7]]"
2339;{'n_estimators': 100, 'max_depth': 8, 'min_data_in_leaf': 46, 'learning_rate': 0,64};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";82,70%;69,17%;66,40%;58,75%;59,99%;"[[16  0  3  1]
 [ 2  8  8  2]
 [ 3  1 54  2]
 [ 1  2 12  5]]"
2081;{'n_estimators': 99, 'max_depth': 2, 'min_data_in_leaf': 49, 'learning_rate': 0,69};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";82,98%;67,50%;61,66%;59,58%;59,99%;"[[15  2  2  1]
 [ 2  9  7  2]
 [ 3  4 50  3]
 [ 2  3  8  7]]"
446;{'n_estimators': 96, 'max_depth': 6, 'min_data_in_leaf': 47, 'learning_rate': 0,6677777777777778};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";81,18%;67,50%;67,48%;57,92%;59,98%;"[[15  0  5  0]
 [ 2  9  8  1]
 [ 3  1 52  4]
 [ 1  1 13  5]]"
1170;{'n_estimators': 95, 'max_depth': 6, 'min_data_in_leaf': 47, 'learning_rate': 0,6677777777777778};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";81,18%;67,50%;67,48%;57,92%;59,98%;"[[15  0  5  0]
 [ 2  9  8  1]
 [ 3  1 52  4]
 [ 1  1 13  5]]"
1194;{'n_estimators': 100, 'max_depth': 6, 'min_data_in_leaf': 47, 'learning_rate': 0,6677777777777778};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";81,14%;67,50%;67,48%;57,92%;59,98%;"[[15  0  5  0]
 [ 2  9  8  1]
 [ 3  1 52  4]
 [ 1  1 13  5]]"
1922;{'n_estimators': 99, 'max_depth': 6, 'min_data_in_leaf': 47, 'learning_rate': 0,6677777777777778};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";81,02%;67,50%;67,48%;57,92%;59,98%;"[[15  0  5  0]
 [ 2  9  8  1]
 [ 3  1 52  4]
 [ 1  1 13  5]]"
2087;{'n_estimators': 100, 'max_depth': 6, 'min_data_in_leaf': 47, 'learning_rate': 0,6677777777777778};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";81,14%;67,50%;67,48%;57,92%;59,98%;"[[15  0  5  0]
 [ 2  9  8  1]
 [ 3  1 52  4]
 [ 1  1 13  5]]"
516;{'n_estimators': 98, 'max_depth': 4, 'min_data_in_leaf': 54, 'learning_rate': 0,6566666666666666};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";85,35%;67,50%;63,02%;58,75%;59,94%;"[[15  1  2  2]
 [ 1  9  8  2]
 [ 3  4 51  2]
 [ 1  2 11  6]]"
797;{'n_estimators': 98, 'max_depth': 4, 'min_data_in_leaf': 54, 'learning_rate': 0,6566666666666666};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";85,35%;67,50%;63,02%;58,75%;59,94%;"[[15  1  2  2]
 [ 1  9  8  2]
 [ 3  4 51  2]
 [ 1  2 11  6]]"
1325;{'n_estimators': 96, 'max_depth': 4, 'min_data_in_leaf': 54, 'learning_rate': 0,6566666666666666};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";85,39%;67,50%;63,02%;58,75%;59,94%;"[[15  1  2  2]
 [ 1  9  8  2]
 [ 3  4 51  2]
 [ 1  2 11  6]]"
1609;{'n_estimators': 96, 'max_depth': 4, 'min_data_in_leaf': 54, 'learning_rate': 0,6566666666666666};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";85,39%;67,50%;63,02%;58,75%;59,94%;"[[15  1  2  2]
 [ 1  9  8  2]
 [ 3  4 51  2]
 [ 1  2 11  6]]"
2370;{'n_estimators': 100, 'max_depth': 4, 'min_data_in_leaf': 54, 'learning_rate': 0,6566666666666666};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";85,40%;67,50%;63,02%;58,75%;59,94%;"[[15  1  2  2]
 [ 1  9  8  2]
 [ 3  4 51  2]
 [ 1  2 11  6]]"
828;{'n_estimators': 99, 'max_depth': 4, 'min_data_in_leaf': 48, 'learning_rate': 0,6566666666666666};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";84,38%;67,50%;64,25%;60,42%;59,94%;"[[16  1  3  0]
 [ 2 12  5  1]
 [ 4  5 49  2]
 [ 0  3 13  4]]"
812;{'n_estimators': 99, 'max_depth': 1, 'min_data_in_leaf': 50, 'learning_rate': 0,6622222222222222};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";80,88%;66,67%;63,46%;58,33%;59,93%;"[[13  3  3  1]
 [ 1 10  8  1]
 [ 3  4 50  3]
 [ 0  4  9  7]]"
1772;{'n_estimators': 95, 'max_depth': 2, 'min_data_in_leaf': 47, 'learning_rate': 0,6455555555555555};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";83,74%;66,67%;63,51%;58,33%;59,93%;"[[13  2  4  1]
 [ 1 11  6  2]
 [ 2  5 50  3]
 [ 0  3 11  6]]"
2329;{'n_estimators': 99, 'max_depth': 9, 'min_data_in_leaf': 54, 'learning_rate': 0,6733333333333333};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";82,98%;67,50%;63,60%;58,75%;59,92%;"[[16  0  3  1]
 [ 2  7  9  2]
 [ 2  5 51  2]
 [ 1  2 10  7]]"
42;{'n_estimators': 96, 'max_depth': 4, 'min_data_in_leaf': 55, 'learning_rate': 0,6455555555555555};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";83,14%;69,17%;65,14%;59,58%;59,92%;"[[14  2  3  1]
 [ 2 12  5  1]
 [ 3  3 53  1]
 [ 0  4 12  4]]"
2215;{'n_estimators': 95, 'max_depth': 8, 'min_data_in_leaf': 49, 'learning_rate': 0,64};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";84,85%;68,33%;65,49%;58,33%;59,91%;"[[14  2  3  1]
 [ 3  9  7  1]
 [ 2  4 53  1]
 [ 0  3 11  6]]"
2354;{'n_estimators': 99, 'max_depth': 9, 'min_data_in_leaf': 53, 'learning_rate': 0,6733333333333333};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";83,28%;70,00%;65,86%;58,33%;59,91%;"[[15  0  3  2]
 [ 2  8  8  2]
 [ 2  2 56  0]
 [ 0  4 11  5]]"
315;{'n_estimators': 98, 'max_depth': 8, 'min_data_in_leaf': 47, 'learning_rate': 0,6455555555555555};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";84,12%;69,17%;65,41%;59,58%;59,91%;"[[15  1  3  1]
 [ 2 11  6  1]
 [ 3  3 53  1]
 [ 2  2 12  4]]"
1157;{'n_estimators': 99, 'max_depth': 1, 'min_data_in_leaf': 54, 'learning_rate': 0,64};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";81,29%;65,83%;62,49%;58,75%;59,90%;"[[13  2  4  1]
 [ 2 10  6  2]
 [ 3  7 48  2]
 [ 0  4  8  8]]"
55;{'n_estimators': 100, 'max_depth': 3, 'min_data_in_leaf': 55, 'learning_rate': 0,69};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";84,25%;68,33%;64,32%;58,33%;59,90%;"[[14  1  4  1]
 [ 1 10  6  3]
 [ 3  3 53  1]
 [ 0  3 12  5]]"
996;{'n_estimators': 97, 'max_depth': 2, 'min_data_in_leaf': 47, 'learning_rate': 0,6677777777777778};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";84,51%;69,17%;64,43%;58,75%;59,87%;"[[15  1  3  1]
 [ 3  8  7  2]
 [ 2  3 54  1]
 [ 1  3 10  6]]"
2462;{'n_estimators': 96, 'max_depth': 2, 'min_data_in_leaf': 47, 'learning_rate': 0,6677777777777778};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";84,54%;69,17%;64,43%;58,75%;59,87%;"[[15  1  3  1]
 [ 3  8  7  2]
 [ 2  3 54  1]
 [ 1  3 10  6]]"
74;{'n_estimators': 97, 'max_depth': 1, 'min_data_in_leaf': 54, 'learning_rate': 0,6455555555555555};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";81,65%;67,50%;61,69%;58,75%;59,86%;"[[13  2  3  2]
 [ 3  9  6  2]
 [ 3  3 51  3]
 [ 0  4  8  8]]"
200;{'n_estimators': 98, 'max_depth': 4, 'min_data_in_leaf': 47, 'learning_rate': 0,6511111111111111};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";82,02%;67,50%;65,41%;58,75%;59,85%;"[[16  1  2  1]
 [ 2  8  9  1]
 [ 4  4 51  1]
 [ 0  2 12  6]]"
906;{'n_estimators': 98, 'max_depth': 4, 'min_data_in_leaf': 47, 'learning_rate': 0,6511111111111111};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";82,02%;67,50%;65,41%;58,75%;59,85%;"[[16  1  2  1]
 [ 2  8  9  1]
 [ 4  4 51  1]
 [ 0  2 12  6]]"
99;{'n_estimators': 96, 'max_depth': 6, 'min_data_in_leaf': 55, 'learning_rate': 0,6844444444444444};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";85,15%;68,33%;68,72%;58,33%;59,84%;"[[15  2  3  0]
 [ 3  8  8  1]
 [ 3  4 53  0]
 [ 0  3 11  6]]"
172;{'n_estimators': 100, 'max_depth': 10, 'min_data_in_leaf': 47, 'learning_rate': 0,6622222222222222};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";80,79%;67,50%;64,70%;58,75%;59,84%;"[[16  1  2  1]
 [ 2  8  9  1]
 [ 3  4 51  2]
 [ 1  1 12  6]]"
548;{'n_estimators': 100, 'max_depth': 10, 'min_data_in_leaf': 47, 'learning_rate': 0,6622222222222222};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";80,79%;67,50%;64,70%;58,75%;59,84%;"[[16  1  2  1]
 [ 2  8  9  1]
 [ 3  4 51  2]
 [ 1  1 12  6]]"
783;{'n_estimators': 100, 'max_depth': 10, 'min_data_in_leaf': 47, 'learning_rate': 0,6622222222222222};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";80,79%;67,50%;64,70%;58,75%;59,84%;"[[16  1  2  1]
 [ 2  8  9  1]
 [ 3  4 51  2]
 [ 1  1 12  6]]"
907;{'n_estimators': 97, 'max_depth': 10, 'min_data_in_leaf': 47, 'learning_rate': 0,6622222222222222};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";80,76%;67,50%;64,70%;58,75%;59,84%;"[[16  1  2  1]
 [ 2  8  9  1]
 [ 3  4 51  2]
 [ 1  1 12  6]]"
1293;{'n_estimators': 97, 'max_depth': 10, 'min_data_in_leaf': 47, 'learning_rate': 0,6622222222222222};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";80,76%;67,50%;64,70%;58,75%;59,84%;"[[16  1  2  1]
 [ 2  8  9  1]
 [ 3  4 51  2]
 [ 1  1 12  6]]"
1935;{'n_estimators': 100, 'max_depth': 10, 'min_data_in_leaf': 47, 'learning_rate': 0,6622222222222222};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";80,79%;67,50%;64,70%;58,75%;59,84%;"[[16  1  2  1]
 [ 2  8  9  1]
 [ 3  4 51  2]
 [ 1  1 12  6]]"
2004;{'n_estimators': 95, 'max_depth': 10, 'min_data_in_leaf': 47, 'learning_rate': 0,6622222222222222};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";80,75%;67,50%;64,70%;58,75%;59,84%;"[[16  1  2  1]
 [ 2  8  9  1]
 [ 3  4 51  2]
 [ 1  1 12  6]]"
236;{'n_estimators': 100, 'max_depth': 1, 'min_data_in_leaf': 50, 'learning_rate': 0,69};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";80,82%;66,67%;62,47%;58,33%;59,84%;"[[14  0  4  2]
 [ 1 10  7  2]
 [ 3  3 50  4]
 [ 0  4 10  6]]"
792;{'n_estimators': 99, 'max_depth': 3, 'min_data_in_leaf': 49, 'learning_rate': 0,6733333333333333};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";84,00%;69,17%;62,74%;59,58%;59,82%;"[[15  2  2  1]
 [ 2 11  5  2]
 [ 3  2 53  2]
 [ 0  4 12  4]]"
331;{'n_estimators': 97, 'max_depth': 2, 'min_data_in_leaf': 46, 'learning_rate': 0,6622222222222222};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";83,62%;66,67%;61,34%;59,17%;59,82%;"[[14  2  3  1]
 [ 3 10  5  2]
 [ 3  4 49  4]
 [ 1  2 10  7]]"
826;{'n_estimators': 95, 'max_depth': 8, 'min_data_in_leaf': 46, 'learning_rate': 0,6455555555555555};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";82,82%;68,33%;64,75%;58,33%;59,81%;"[[15  2  2  1]
 [ 2  8  9  1]
 [ 3  2 53  2]
 [ 0  3 11  6]]"
931;{'n_estimators': 100, 'max_depth': 8, 'min_data_in_leaf': 46, 'learning_rate': 0,6455555555555555};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";82,82%;68,33%;64,75%;58,33%;59,81%;"[[15  2  2  1]
 [ 2  8  9  1]
 [ 3  2 53  2]
 [ 0  3 11  6]]"
1111;{'n_estimators': 98, 'max_depth': 8, 'min_data_in_leaf': 46, 'learning_rate': 0,6455555555555555};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";82,81%;68,33%;64,75%;58,33%;59,81%;"[[15  2  2  1]
 [ 2  8  9  1]
 [ 3  2 53  2]
 [ 0  3 11  6]]"
