;parameters;modelo;auc_tr;accuracy_tr;precision_tr;recall_tr;f1_tr;Matriz_tr;auc_te;accuracy_te;precision_te;recall_te;f1_te;Matriz_te
1457;{'n_estimators': 97, 'max_depth': 10, 'min_data_in_leaf': 48, 'learning_rate': 0,6844444444444444};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";84,73%;73,33%;73,20%;65,00%;66,03%;"[[16  1  2  1]
 [ 1 13  6  0]
 [ 3  2 54  1]
 [ 1  2 12  5]]"
1906;{'n_estimators': 97, 'max_depth': 10, 'min_data_in_leaf': 48, 'learning_rate': 0,6844444444444444};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";84,73%;73,33%;73,20%;65,00%;66,03%;"[[16  1  2  1]
 [ 1 13  6  0]
 [ 3  2 54  1]
 [ 1  2 12  5]]"
568;{'n_estimators': 99, 'max_depth': 4, 'min_data_in_leaf': 52, 'learning_rate': 0,6844444444444444};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";85,35%;73,33%;69,07%;64,17%;65,79%;"[[15  1  2  2]
 [ 1 10  6  3]
 [ 3  1 55  1]
 [ 1  3  8  8]]"
735;{'n_estimators': 98, 'max_depth': 1, 'min_data_in_leaf': 52, 'learning_rate': 0,6677777777777778};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";82,54%;71,67%;69,30%;63,33%;65,44%;"[[13  2  4  1]
 [ 1 11  6  2]
 [ 3  3 53  1]
 [ 1  2  8  9]]"
181;{'n_estimators': 99, 'max_depth': 2, 'min_data_in_leaf': 52, 'learning_rate': 0,6677777777777778};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";85,38%;71,67%;68,97%;63,33%;65,43%;"[[13  2  3  2]
 [ 0 11  7  2]
 [ 4  2 53  1]
 [ 1  2  8  9]]"
2176;{'n_estimators': 99, 'max_depth': 2, 'min_data_in_leaf': 52, 'learning_rate': 0,6677777777777778};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";85,38%;71,67%;68,97%;63,33%;65,43%;"[[13  2  3  2]
 [ 0 11  7  2]
 [ 4  2 53  1]
 [ 1  2  8  9]]"
981;{'n_estimators': 96, 'max_depth': 6, 'min_data_in_leaf': 49, 'learning_rate': 0,6511111111111111};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";84,78%;72,50%;71,13%;62,92%;65,26%;"[[16  0  2  2]
 [ 1  9  9  1]
 [ 2  2 55  1]
 [ 0  3 10  7]]"
628;{'n_estimators': 96, 'max_depth': 1, 'min_data_in_leaf': 52, 'learning_rate': 0,6677777777777778};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";82,48%;71,67%;68,77%;63,33%;65,23%;"[[13  2  4  1]
 [ 1 11  6  2]
 [ 3  3 53  1]
 [ 1  3  7  9]]"
1500;{'n_estimators': 98, 'max_depth': 3, 'min_data_in_leaf': 48, 'learning_rate': 0,6566666666666666};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";85,00%;71,67%;69,14%;64,17%;65,11%;"[[16  0  2  2]
 [ 1 12  6  1]
 [ 4  3 52  1]
 [ 1  2 11  6]]"
1668;{'n_estimators': 98, 'max_depth': 3, 'min_data_in_leaf': 48, 'learning_rate': 0,6566666666666666};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";85,00%;71,67%;69,14%;64,17%;65,11%;"[[16  0  2  2]
 [ 1 12  6  1]
 [ 4  3 52  1]
 [ 1  2 11  6]]"
2182;{'n_estimators': 98, 'max_depth': 3, 'min_data_in_leaf': 48, 'learning_rate': 0,6566666666666666};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";85,00%;71,67%;69,14%;64,17%;65,11%;"[[16  0  2  2]
 [ 1 12  6  1]
 [ 4  3 52  1]
 [ 1  2 11  6]]"
2321;{'n_estimators': 98, 'max_depth': 3, 'min_data_in_leaf': 48, 'learning_rate': 0,6566666666666666};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";85,00%;71,67%;69,14%;64,17%;65,11%;"[[16  0  2  2]
 [ 1 12  6  1]
 [ 4  3 52  1]
 [ 1  2 11  6]]"
355;{'n_estimators': 98, 'max_depth': 2, 'min_data_in_leaf': 52, 'learning_rate': 0,6677777777777778};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";85,18%;70,83%;67,97%;62,92%;64,90%;"[[13  2  3  2]
 [ 0 11  7  2]
 [ 4  2 52  2]
 [ 0  3  8  9]]"
587;{'n_estimators': 96, 'max_depth': 2, 'min_data_in_leaf': 52, 'learning_rate': 0,6677777777777778};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";85,30%;70,83%;67,97%;62,92%;64,90%;"[[13  2  3  2]
 [ 0 11  7  2]
 [ 4  2 52  2]
 [ 0  3  8  9]]"
2159;{'n_estimators': 98, 'max_depth': 2, 'min_data_in_leaf': 52, 'learning_rate': 0,6677777777777778};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";85,18%;70,83%;67,97%;62,92%;64,90%;"[[13  2  3  2]
 [ 0 11  7  2]
 [ 4  2 52  2]
 [ 0  3  8  9]]"
2111;{'n_estimators': 97, 'max_depth': 2, 'min_data_in_leaf': 52, 'learning_rate': 0,6677777777777778};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";85,14%;70,83%;67,80%;62,92%;64,83%;"[[13  2  3  2]
 [ 0 11  7  2]
 [ 4  2 52  2]
 [ 1  2  8  9]]"
157;{'n_estimators': 99, 'max_depth': 1, 'min_data_in_leaf': 52, 'learning_rate': 0,6677777777777778};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";82,66%;70,83%;68,26%;62,92%;64,78%;"[[13  2  4  1]
 [ 1 11  6  2]
 [ 4  3 52  1]
 [ 1  2  8  9]]"
1937;{'n_estimators': 98, 'max_depth': 2, 'min_data_in_leaf': 55, 'learning_rate': 0,6733333333333333};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";84,06%;71,67%;69,37%;62,50%;64,67%;"[[14  1  4  1]
 [ 2  9  7  2]
 [ 3  2 54  1]
 [ 1  2  8  9]]"
404;{'n_estimators': 99, 'max_depth': 1, 'min_data_in_leaf': 46, 'learning_rate': 0,6677777777777778};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";82,95%;71,67%;68,53%;62,50%;64,62%;"[[13  1  4  2]
 [ 2 11  5  2]
 [ 2  3 54  1]
 [ 0  3  9  8]]"
742;{'n_estimators': 99, 'max_depth': 6, 'min_data_in_leaf': 47, 'learning_rate': 0,69};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";83,70%;70,83%;72,26%;62,92%;64,59%;"[[15  1  3  1]
 [ 2 11  7  0]
 [ 3  5 52  0]
 [ 1  2 10  7]]"
2304;{'n_estimators': 97, 'max_depth': 6, 'min_data_in_leaf': 47, 'learning_rate': 0,69};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";83,68%;70,83%;72,26%;62,92%;64,59%;"[[15  1  3  1]
 [ 2 11  7  0]
 [ 3  5 52  0]
 [ 1  2 10  7]]"
1628;{'n_estimators': 100, 'max_depth': 10, 'min_data_in_leaf': 53, 'learning_rate': 0,6844444444444444};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";85,17%;70,00%;67,19%;63,33%;64,50%;"[[16  1  2  1]
 [ 0 12  7  1]
 [ 4  1 50  5]
 [ 1  2 11  6]]"
2471;{'n_estimators': 97, 'max_depth': 9, 'min_data_in_leaf': 55, 'learning_rate': 0,6844444444444444};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";83,76%;71,67%;70,57%;61,67%;64,47%;"[[14  2  3  1]
 [ 2  8 10  0]
 [ 2  1 55  2]
 [ 0  3  8  9]]"
1220;{'n_estimators': 96, 'max_depth': 2, 'min_data_in_leaf': 51, 'learning_rate': 0,6844444444444444};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";83,97%;70,00%;68,83%;62,50%;64,46%;"[[13  3  4  0]
 [ 0 12  6  2]
 [ 3  4 51  2]
 [ 0  3  9  8]]"
703;{'n_estimators': 100, 'max_depth': 10, 'min_data_in_leaf': 46, 'learning_rate': 0,6622222222222222};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";83,26%;71,67%;72,14%;62,50%;64,46%;"[[16  1  2  1]
 [ 2 10  8  0]
 [ 2  3 54  1]
 [ 0  2 12  6]]"
1029;{'n_estimators': 100, 'max_depth': 10, 'min_data_in_leaf': 46, 'learning_rate': 0,6622222222222222};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";83,26%;71,67%;72,14%;62,50%;64,46%;"[[16  1  2  1]
 [ 2 10  8  0]
 [ 2  3 54  1]
 [ 0  2 12  6]]"
1703;{'n_estimators': 97, 'max_depth': 10, 'min_data_in_leaf': 46, 'learning_rate': 0,6622222222222222};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";83,21%;71,67%;72,14%;62,50%;64,46%;"[[16  1  2  1]
 [ 2 10  8  0]
 [ 2  3 54  1]
 [ 0  2 12  6]]"
1953;{'n_estimators': 97, 'max_depth': 10, 'min_data_in_leaf': 46, 'learning_rate': 0,6622222222222222};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";83,21%;71,67%;72,14%;62,50%;64,46%;"[[16  1  2  1]
 [ 2 10  8  0]
 [ 2  3 54  1]
 [ 0  2 12  6]]"
553;{'n_estimators': 95, 'max_depth': 6, 'min_data_in_leaf': 53, 'learning_rate': 0,6844444444444444};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";86,57%;72,50%;71,10%;62,92%;64,38%;"[[16  0  3  1]
 [ 1 11  7  1]
 [ 3  1 55  1]
 [ 1  3 11  5]]"
1558;{'n_estimators': 100, 'max_depth': 6, 'min_data_in_leaf': 53, 'learning_rate': 0,6844444444444444};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";86,52%;72,50%;71,10%;62,92%;64,38%;"[[16  0  3  1]
 [ 1 11  7  1]
 [ 3  1 55  1]
 [ 1  3 11  5]]"
1912;{'n_estimators': 97, 'max_depth': 6, 'min_data_in_leaf': 53, 'learning_rate': 0,6844444444444444};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";86,50%;72,50%;71,10%;62,92%;64,38%;"[[16  0  3  1]
 [ 1 11  7  1]
 [ 3  1 55  1]
 [ 1  3 11  5]]"
776;{'n_estimators': 95, 'max_depth': 2, 'min_data_in_leaf': 55, 'learning_rate': 0,6455555555555555};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";84,16%;70,83%;68,27%;62,92%;64,36%;"[[15  1  3  1]
 [ 2 11  6  1]
 [ 4  1 52  3]
 [ 1  2 10  7]]"
1013;{'n_estimators': 96, 'max_depth': 2, 'min_data_in_leaf': 55, 'learning_rate': 0,6455555555555555};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";84,15%;70,83%;68,27%;62,92%;64,36%;"[[15  1  3  1]
 [ 2 11  6  1]
 [ 4  1 52  3]
 [ 1  2 10  7]]"
2052;{'n_estimators': 95, 'max_depth': 2, 'min_data_in_leaf': 55, 'learning_rate': 0,6455555555555555};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";84,16%;70,83%;68,27%;62,92%;64,36%;"[[15  1  3  1]
 [ 2 11  6  1]
 [ 4  1 52  3]
 [ 1  2 10  7]]"
1131;{'n_estimators': 95, 'max_depth': 7, 'min_data_in_leaf': 48, 'learning_rate': 0,6844444444444444};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";83,87%;72,50%;74,43%;62,92%;64,34%;"[[15  1  3  1]
 [ 2 12  6  0]
 [ 2  3 55  0]
 [ 2  1 12  5]]"
618;{'n_estimators': 95, 'max_depth': 6, 'min_data_in_leaf': 47, 'learning_rate': 0,69};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";83,65%;70,83%;71,70%;62,92%;64,31%;"[[15  1  3  1]
 [ 2 11  7  0]
 [ 3  5 52  0]
 [ 2  2  9  7]]"
1708;{'n_estimators': 95, 'max_depth': 6, 'min_data_in_leaf': 47, 'learning_rate': 0,69};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";83,65%;70,83%;71,70%;62,92%;64,31%;"[[15  1  3  1]
 [ 2 11  7  0]
 [ 3  5 52  0]
 [ 2  2  9  7]]"
1353;{'n_estimators': 98, 'max_depth': 3, 'min_data_in_leaf': 47, 'learning_rate': 0,6455555555555555};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";84,01%;70,83%;68,25%;62,92%;64,30%;"[[15  1  3  1]
 [ 2 11  5  2]
 [ 3  4 52  1]
 [ 1  1 11  7]]"
882;{'n_estimators': 97, 'max_depth': 3, 'min_data_in_leaf': 46, 'learning_rate': 0,6844444444444444};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";83,62%;70,83%;67,37%;62,92%;64,27%;"[[15  1  2  2]
 [ 1 11  6  2]
 [ 2  5 52  1]
 [ 1  2 10  7]]"
1105;{'n_estimators': 98, 'max_depth': 3, 'min_data_in_leaf': 46, 'learning_rate': 0,6844444444444444};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";83,57%;70,83%;67,37%;62,92%;64,27%;"[[15  1  2  2]
 [ 1 11  6  2]
 [ 2  5 52  1]
 [ 1  2 10  7]]"
2040;{'n_estimators': 98, 'max_depth': 3, 'min_data_in_leaf': 46, 'learning_rate': 0,6844444444444444};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";83,57%;70,83%;67,37%;62,92%;64,27%;"[[15  1  2  2]
 [ 1 11  6  2]
 [ 2  5 52  1]
 [ 1  2 10  7]]"
2253;{'n_estimators': 99, 'max_depth': 3, 'min_data_in_leaf': 46, 'learning_rate': 0,6844444444444444};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";83,50%;70,83%;67,37%;62,92%;64,27%;"[[15  1  2  2]
 [ 1 11  6  2]
 [ 2  5 52  1]
 [ 1  2 10  7]]"
1608;{'n_estimators': 99, 'max_depth': 2, 'min_data_in_leaf': 55, 'learning_rate': 0,69};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";85,23%;71,67%;69,25%;61,67%;64,26%;"[[13  1  4  2]
 [ 1 11  6  2]
 [ 3  0 55  2]
 [ 0  3 10  7]]"
1404;{'n_estimators': 97, 'max_depth': 1, 'min_data_in_leaf': 46, 'learning_rate': 0,6677777777777778};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";82,99%;70,83%;68,18%;62,08%;64,24%;"[[13  1  4  2]
 [ 2 11  6  1]
 [ 2  3 53  2]
 [ 0  3  9  8]]"
957;{'n_estimators': 97, 'max_depth': 7, 'min_data_in_leaf': 53, 'learning_rate': 0,6677777777777778};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";83,59%;71,67%;70,41%;62,50%;64,20%;"[[16  0  3  1]
 [ 2 10  7  1]
 [ 3  1 54  2]
 [ 1  2 11  6]]"
1579;{'n_estimators': 99, 'max_depth': 7, 'min_data_in_leaf': 46, 'learning_rate': 0,69};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";84,52%;72,50%;75,39%;62,92%;64,20%;"[[15  1  3  1]
 [ 1 13  6  0]
 [ 1  4 55  0]
 [ 0  3 13  4]]"
427;{'n_estimators': 98, 'max_depth': 2, 'min_data_in_leaf': 54, 'learning_rate': 0,6844444444444444};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";83,70%;71,67%;71,20%;62,50%;64,20%;"[[13  2  4  1]
 [ 1 13  5  1]
 [ 4  2 54  0]
 [ 1  2 11  6]]"
1027;{'n_estimators': 96, 'max_depth': 9, 'min_data_in_leaf': 48, 'learning_rate': 0,6455555555555555};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";84,14%;71,67%;68,93%;62,50%;64,17%;"[[15  1  2  2]
 [ 3 10  7  0]
 [ 2  2 54  2]
 [ 1  2 10  7]]"
2293;{'n_estimators': 96, 'max_depth': 9, 'min_data_in_leaf': 48, 'learning_rate': 0,6455555555555555};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";84,14%;71,67%;68,93%;62,50%;64,17%;"[[15  1  2  2]
 [ 3 10  7  0]
 [ 2  2 54  2]
 [ 1  2 10  7]]"
95;{'n_estimators': 98, 'max_depth': 1, 'min_data_in_leaf': 46, 'learning_rate': 0,6677777777777778};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";82,87%;70,83%;68,40%;62,08%;64,15%;"[[13  1  4  2]
 [ 2 11  6  1]
 [ 3  3 53  1]
 [ 0  3  9  8]]"
1450;{'n_estimators': 98, 'max_depth': 1, 'min_data_in_leaf': 46, 'learning_rate': 0,6677777777777778};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";82,87%;70,83%;68,40%;62,08%;64,15%;"[[13  1  4  2]
 [ 2 11  6  1]
 [ 3  3 53  1]
 [ 0  3  9  8]]"
1556;{'n_estimators': 95, 'max_depth': 4, 'min_data_in_leaf': 52, 'learning_rate': 0,6511111111111111};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";85,37%;71,67%;68,24%;63,33%;64,11%;"[[16  1  2  1]
 [ 1 11  6  2]
 [ 4  2 53  1]
 [ 2  2 10  6]]"
1932;{'n_estimators': 100, 'max_depth': 2, 'min_data_in_leaf': 49, 'learning_rate': 0,6788888888888889};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";84,66%;71,67%;68,06%;62,50%;64,10%;"[[15  1  3  1]
 [ 3  9  6  2]
 [ 3  1 54  2]
 [ 0  3  9  8]]"
