;parameters;modelo;auc_tr;accuracy_tr;precision_tr;recall_tr;f1_tr;Matriz_tr;auc_te;accuracy_te;precision_te;recall_te;f1_te;Matriz_te
197;{'n_estimators': 137, 'max_depth': 10, 'min_data_in_leaf': 47, 'learning_rate': 0,38204081632653064};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";82,92%;71,67%;67,96%;61,67%;63,16%;"[[15  2  2  1]
 [ 1 10  6  3]
 [ 3  2 55  0]
 [ 1  2 11  6]]"
176;{'n_estimators': 157, 'max_depth': 11, 'min_data_in_leaf': 35, 'learning_rate': 0,5216326530612245};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";85,64%;70,83%;68,83%;61,25%;63,09%;"[[16  0  3  1]
 [ 2  9  8  1]
 [ 1  3 54  2]
 [ 1  2 11  6]]"
249;{'n_estimators': 153, 'max_depth': 7, 'min_data_in_leaf': 31, 'learning_rate': 0,6844897959183673};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";83,98%;70,83%;74,76%;61,25%;62,94%;"[[16  1  3  0]
 [ 2 10  8  0]
 [ 3  2 54  1]
 [ 2  0 13  5]]"
232;{'n_estimators': 159, 'max_depth': 9, 'min_data_in_leaf': 64, 'learning_rate': 0,4673469387755102};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";86,09%;69,17%;66,17%;61,25%;62,79%;"[[15  2  3  0]
 [ 1 10  7  2]
 [ 3  3 51  3]
 [ 0  3 10  7]]"
210;{'n_estimators': 106, 'max_depth': 9, 'min_data_in_leaf': 27, 'learning_rate': 0,4363265306122449};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";84,08%;71,67%;77,10%;60,83%;62,78%;"[[15  1  4  0]
 [ 2 10  8  0]
 [ 3  1 56  0]
 [ 0  4 11  5]]"
290;{'n_estimators': 93, 'max_depth': 5, 'min_data_in_leaf': 50, 'learning_rate': 0,5836734693877551};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";83,14%;70,00%;65,72%;61,67%;62,74%;"[[15  1  4  0]
 [ 1 10  6  3]
 [ 3  3 52  2]
 [ 2  3  8  7]]"
230;{'n_estimators': 73, 'max_depth': 6, 'min_data_in_leaf': 51, 'learning_rate': 0,45959183673469384};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";83,43%;70,83%;66,85%;61,25%;62,69%;"[[15  1  2  2]
 [ 0 11  7  2]
 [ 3  2 54  1]
 [ 0  4 11  5]]"
138;{'n_estimators': 104, 'max_depth': 7, 'min_data_in_leaf': 22, 'learning_rate': 0,36653061224489797};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";84,13%;71,67%;70,18%;60,83%;62,67%;"[[15  1  3  1]
 [ 2 10  7  1]
 [ 2  1 56  1]
 [ 1  2 12  5]]"
286;{'n_estimators': 115, 'max_depth': 11, 'min_data_in_leaf': 37, 'learning_rate': 0,6146938775510205};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";82,70%;70,00%;67,10%;60,83%;62,64%;"[[15  0  3  2]
 [ 1 11  7  1]
 [ 3  1 53  3]
 [ 0  3 12  5]]"
117;{'n_estimators': 119, 'max_depth': 8, 'min_data_in_leaf': 55, 'learning_rate': 0,32};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";85,73%;70,83%;65,58%;62,08%;62,56%;"[[16  2  2  0]
 [ 1 10  6  3]
 [ 4  1 53  2]
 [ 2  3  9  6]]"
87;{'n_estimators': 104, 'max_depth': 10, 'min_data_in_leaf': 54, 'learning_rate': 0,3277551020408163};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";85,61%;71,67%;70,25%;61,67%;62,52%;"[[16  1  2  1]
 [ 2 10  7  1]
 [ 4  1 55  0]
 [ 1  3 11  5]]"
131;{'n_estimators': 153, 'max_depth': 6, 'min_data_in_leaf': 49, 'learning_rate': 0,5836734693877551};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";83,18%;70,00%;70,26%;61,67%;62,51%;"[[17  0  2  1]
 [ 2  8 10  0]
 [ 4  4 52  0]
 [ 2  3  8  7]]"
280;{'n_estimators': 72, 'max_depth': 10, 'min_data_in_leaf': 45, 'learning_rate': 0,4673469387755102};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";83,65%;70,83%;68,71%;60,42%;62,35%;"[[15  0  3  2]
 [ 2  8  8  2]
 [ 4  0 55  1]
 [ 0  3 10  7]]"
110;{'n_estimators': 161, 'max_depth': 9, 'min_data_in_leaf': 33, 'learning_rate': 0,4285714285714286};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";84,95%;69,17%;69,06%;60,42%;62,19%;"[[15  1  4  0]
 [ 1  9  9  1]
 [ 3  4 52  1]
 [ 3  1  9  7]]"
6;{'n_estimators': 101, 'max_depth': 6, 'min_data_in_leaf': 61, 'learning_rate': 0,6379591836734694};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";85,24%;70,00%;67,49%;60,83%;62,02%;"[[15  1  3  1]
 [ 2 10  6  2]
 [ 3  4 53  0]
 [ 2  1 11  6]]"
177;{'n_estimators': 159, 'max_depth': 11, 'min_data_in_leaf': 53, 'learning_rate': 0,606938775510204};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";82,86%;70,83%;67,38%;60,42%;61,99%;"[[16  2  2  0]
 [ 2  8  8  2]
 [ 2  1 55  2]
 [ 0  3 11  6]]"
129;{'n_estimators': 146, 'max_depth': 11, 'min_data_in_leaf': 64, 'learning_rate': 0,36653061224489797};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";84,42%;70,00%;65,66%;60,83%;61,97%;"[[15  1  2  2]
 [ 2  9  7  2]
 [ 3  4 53  0]
 [ 1  3  9  7]]"
226;{'n_estimators': 73, 'max_depth': 11, 'min_data_in_leaf': 35, 'learning_rate': 0,3587755102040816};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";83,59%;70,83%;67,86%;60,42%;61,87%;"[[15  1  3  1]
 [ 2  9  7  2]
 [ 3  2 55  0]
 [ 1  3 10  6]]"
120;{'n_estimators': 101, 'max_depth': 6, 'min_data_in_leaf': 47, 'learning_rate': 0,38204081632653064};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";84,96%;70,83%;66,19%;61,25%;61,86%;"[[16  1  2  1]
 [ 2 10  6  2]
 [ 3  2 54  1]
 [ 1  3 11  5]]"
107;{'n_estimators': 101, 'max_depth': 7, 'min_data_in_leaf': 62, 'learning_rate': 0,36653061224489797};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";84,83%;69,17%;65,01%;60,42%;61,82%;"[[15  1  3  1]
 [ 1 10  6  3]
 [ 3  2 52  3]
 [ 1  2 11  6]]"
191;{'n_estimators': 153, 'max_depth': 8, 'min_data_in_leaf': 34, 'learning_rate': 0,4673469387755102};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";84,37%;69,17%;66,65%;60,42%;61,82%;"[[15  2  3  0]
 [ 2  9  6  3]
 [ 4  4 52  0]
 [ 0  2 11  7]]"
178;{'n_estimators': 110, 'max_depth': 6, 'min_data_in_leaf': 37, 'learning_rate': 0,5991836734693877};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";83,25%;70,83%;69,62%;60,42%;61,67%;"[[16  1  2  1]
 [ 3  9  7  1]
 [ 3  1 55  1]
 [ 1  1 13  5]]"
122;{'n_estimators': 77, 'max_depth': 6, 'min_data_in_leaf': 63, 'learning_rate': 0,6689795918367347};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";84,98%;67,50%;62,19%;61,25%;61,58%;"[[14  2  3  1]
 [ 1 12  4  3]
 [ 4  3 48  5]
 [ 1  3  9  7]]"
96;{'n_estimators': 97, 'max_depth': 7, 'min_data_in_leaf': 36, 'learning_rate': 0,45959183673469384};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";84,24%;71,67%;67,51%;60,83%;61,55%;"[[15  1  2  2]
 [ 2 10  7  1]
 [ 3  1 56  0]
 [ 3  3  9  5]]"
205;{'n_estimators': 124, 'max_depth': 5, 'min_data_in_leaf': 35, 'learning_rate': 0,653469387755102};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";82,48%;70,83%;70,35%;59,58%;61,51%;"[[15  1  3  1]
 [ 3  7  9  1]
 [ 2  2 56  0]
 [ 2  1 10  7]]"
297;{'n_estimators': 128, 'max_depth': 10, 'min_data_in_leaf': 54, 'learning_rate': 0,4983673469387755};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";83,63%;70,83%;68,82%;59,58%;61,49%;"[[14  1  4  1]
 [ 3  9  6  2]
 [ 2  2 56  0]
 [ 2  1 11  6]]"
247;{'n_estimators': 121, 'max_depth': 9, 'min_data_in_leaf': 53, 'learning_rate': 0,4440816326530612};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";84,05%;70,00%;67,76%;60,00%;61,48%;"[[16  0  3  1]
 [ 2  8  8  2]
 [ 3  1 54  2]
 [ 1  2 11  6]]"
28;{'n_estimators': 131, 'max_depth': 11, 'min_data_in_leaf': 40, 'learning_rate': 0,5914285714285714};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";83,80%;69,17%;68,22%;60,42%;61,48%;"[[17  0  2  1]
 [ 2  8  9  1]
 [ 3  3 52  2]
 [ 2  0 12  6]]"
147;{'n_estimators': 141, 'max_depth': 10, 'min_data_in_leaf': 39, 'learning_rate': 0,39755102040816326};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";83,87%;69,17%;65,22%;60,42%;61,42%;"[[15  2  2  1]
 [ 2 10  7  1]
 [ 3  3 52  2]
 [ 0  4 10  6]]"
196;{'n_estimators': 104, 'max_depth': 9, 'min_data_in_leaf': 62, 'learning_rate': 0,3355102040816327};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";85,88%;70,00%;66,58%;60,00%;61,40%;"[[14  2  2  2]
 [ 1 11  7  1]
 [ 4  1 54  1]
 [ 1  2 12  5]]"
243;{'n_estimators': 157, 'max_depth': 6, 'min_data_in_leaf': 27, 'learning_rate': 0,5371428571428571};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";83,11%;70,00%;66,58%;60,00%;61,40%;"[[14  1  3  2]
 [ 2 11  6  1]
 [ 3  2 54  1]
 [ 1  2 12  5]]"
256;{'n_estimators': 157, 'max_depth': 11, 'min_data_in_leaf': 50, 'learning_rate': 0,3742857142857143};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";84,65%;70,00%;68,00%;60,00%;61,37%;"[[16  0  4  0]
 [ 3  8  7  2]
 [ 3  2 54  1]
 [ 0  3 11  6]]"
224;{'n_estimators': 99, 'max_depth': 11, 'min_data_in_leaf': 50, 'learning_rate': 0,4983673469387755};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";85,05%;70,00%;66,25%;60,00%;61,34%;"[[13  3  3  1]
 [ 1 12  5  2]
 [ 2  3 54  1]
 [ 1  2 12  5]]"
257;{'n_estimators': 135, 'max_depth': 8, 'min_data_in_leaf': 51, 'learning_rate': 0,3510204081632653};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";84,75%;70,00%;66,23%;60,00%;61,32%;"[[15  1  3  1]
 [ 2  9  6  3]
 [ 4  1 54  1]
 [ 1  2 11  6]]"
295;{'n_estimators': 90, 'max_depth': 5, 'min_data_in_leaf': 40, 'learning_rate': 0,6767346938775509};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";82,85%;69,17%;65,22%;59,58%;61,31%;"[[14  1  3  2]
 [ 2  9  8  1]
 [ 2  3 53  2]
 [ 1  3  9  7]]"
222;{'n_estimators': 144, 'max_depth': 8, 'min_data_in_leaf': 31, 'learning_rate': 0,5371428571428571};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";82,79%;70,83%;67,32%;59,58%;61,31%;"[[15  1  2  2]
 [ 2  8  8  2]
 [ 2  2 56  0]
 [ 1  2 11  6]]"
38;{'n_estimators': 110, 'max_depth': 6, 'min_data_in_leaf': 63, 'learning_rate': 0,4906122448979592};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";84,52%;68,33%;64,80%;60,00%;61,26%;"[[15  1  3  1]
 [ 1 10  7  2]
 [ 4  3 51  2]
 [ 0  3 11  6]]"
134;{'n_estimators': 75, 'max_depth': 7, 'min_data_in_leaf': 24, 'learning_rate': 0,4363265306122449};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";84,97%;70,00%;72,25%;59,17%;61,20%;"[[16  1  3  0]
 [ 1  7 11  1]
 [ 3  2 55  0]
 [ 1  2 11  6]]"
218;{'n_estimators': 113, 'max_depth': 7, 'min_data_in_leaf': 24, 'learning_rate': 0,39755102040816326};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";85,71%;70,00%;66,89%;59,17%;61,13%;"[[14  1  3  2]
 [ 3  8  7  2]
 [ 3  2 55  0]
 [ 0  2 11  7]]"
296;{'n_estimators': 73, 'max_depth': 5, 'min_data_in_leaf': 45, 'learning_rate': 0,39755102040816326};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";83,76%;70,00%;64,64%;60,00%;61,04%;"[[15  1  2  2]
 [ 3  8  7  2]
 [ 3  1 54  2]
 [ 1  3  9  7]]"
225;{'n_estimators': 86, 'max_depth': 11, 'min_data_in_leaf': 57, 'learning_rate': 0,4673469387755102};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";83,24%;70,00%;65,87%;59,17%;60,99%;"[[15  2  2  1]
 [ 2  7  9  2]
 [ 2  1 55  2]
 [ 0  3 10  7]]"
235;{'n_estimators': 101, 'max_depth': 11, 'min_data_in_leaf': 35, 'learning_rate': 0,6379591836734694};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";82,10%;69,17%;66,81%;59,58%;60,95%;"[[16  1  2  1]
 [ 2  7  9  2]
 [ 3  4 53  0]
 [ 1  1 11  7]]"
190;{'n_estimators': 122, 'max_depth': 10, 'min_data_in_leaf': 54, 'learning_rate': 0,4440816326530612};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";84,13%;69,17%;65,36%;59,58%;60,94%;"[[14  2  4  0]
 [ 2 10  6  2]
 [ 3  2 53  2]
 [ 1  3 10  6]]"
229;{'n_estimators': 81, 'max_depth': 7, 'min_data_in_leaf': 21, 'learning_rate': 0,606938775510204};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";84,68%;70,83%;67,17%;59,58%;60,91%;"[[14  2  3  1]
 [ 3 10  6  1]
 [ 2  1 56  1]
 [ 1  3 11  5]]"
289;{'n_estimators': 148, 'max_depth': 9, 'min_data_in_leaf': 47, 'learning_rate': 0,5216326530612245};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";84,84%;70,00%;66,98%;60,00%;60,88%;"[[15  1  3  1]
 [ 1 11  7  1]
 [ 3  2 54  1]
 [ 1  3 12  4]]"
22;{'n_estimators': 113, 'max_depth': 7, 'min_data_in_leaf': 64, 'learning_rate': 0,5293877551020408};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";83,36%;70,00%;66,21%;59,17%;60,87%;"[[15  1  3  1]
 [ 2  7  9  2]
 [ 3  1 55  1]
 [ 0  4  9  7]]"
186;{'n_estimators': 126, 'max_depth': 9, 'min_data_in_leaf': 64, 'learning_rate': 0,3355102040816327};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";84,14%;70,00%;66,81%;60,00%;60,83%;"[[16  1  3  0]
 [ 2  9  6  3]
 [ 3  3 54  0]
 [ 1  2 12  5]]"
12;{'n_estimators': 139, 'max_depth': 7, 'min_data_in_leaf': 42, 'learning_rate': 0,4440816326530612};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";84,99%;70,00%;69,24%;59,17%;60,79%;"[[15  1  3  1]
 [ 2  9  8  1]
 [ 3  2 55  0]
 [ 0  3 12  5]]"
277;{'n_estimators': 133, 'max_depth': 6, 'min_data_in_leaf': 39, 'learning_rate': 0,4440816326530612};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";82,16%;69,17%;64,64%;59,58%;60,75%;"[[15  1  2  2]
 [ 2  9  7  2]
 [ 3  3 53  1]
 [ 1  2 11  6]]"
192;{'n_estimators': 86, 'max_depth': 8, 'min_data_in_leaf': 21, 'learning_rate': 0,4828571428571429};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";84,73%;69,17%;66,72%;59,58%;60,73%;"[[16  0  3  1]
 [ 2  8  8  2]
 [ 4  2 53  1]
 [ 1  2 11  6]]"
84;{'n_estimators': 161, 'max_depth': 8, 'min_data_in_leaf': 64, 'learning_rate': 0,5371428571428571};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";84,68%;68,33%;63,72%;59,17%;60,72%;"[[14  1  3  2]
 [ 1  9  7  3]
 [ 3  4 52  1]
 [ 0  4  9  7]]"
66;{'n_estimators': 135, 'max_depth': 9, 'min_data_in_leaf': 35, 'learning_rate': 0,4673469387755102};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";85,32%;70,00%;68,17%;59,17%;60,56%;"[[15  2  2  1]
 [ 3  8  9  0]
 [ 2  2 55  1]
 [ 2  2 10  6]]"
163;{'n_estimators': 108, 'max_depth': 11, 'min_data_in_leaf': 24, 'learning_rate': 0,4983673469387755};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";85,18%;70,83%;68,85%;58,75%;60,54%;"[[15  1  3  1]
 [ 2  8  8  2]
 [ 2  1 57  0]
 [ 1  2 12  5]]"
