;parameters;modelo;auc_tr;accuracy_tr;precision_tr;recall_tr;f1_tr;Matriz_tr;auc_te;accuracy_te;precision_te;recall_te;f1_te;Matriz_te
261;{'n_estimators': 124, 'max_depth': 8, 'min_data_in_leaf': 58, 'learning_rate': 0,4440816326530612};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";85,23%;68,33%;64,87%;59,17%;60,51%;"[[14  1  4  1]
 [ 2  9  7  2]
 [ 4  3 52  1]
 [ 2  2  9  7]]"
270;{'n_estimators': 106, 'max_depth': 8, 'min_data_in_leaf': 38, 'learning_rate': 0,343265306122449};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";84,45%;68,33%;65,69%;59,17%;60,50%;"[[15  1  4  0]
 [ 2  8  8  2]
 [ 3  4 52  1]
 [ 2  2  9  7]]"
72;{'n_estimators': 90, 'max_depth': 11, 'min_data_in_leaf': 23, 'learning_rate': 0,5293877551020408};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";83,09%;69,17%;65,88%;58,75%;60,50%;"[[15  1  3  1]
 [ 2  7 10  1]
 [ 2  2 54  2]
 [ 1  3  9  7]]"
21;{'n_estimators': 146, 'max_depth': 7, 'min_data_in_leaf': 42, 'learning_rate': 0,45959183673469384};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";83,87%;70,00%;67,84%;59,17%;60,50%;"[[15  0  4  1]
 [ 2  9  7  2]
 [ 3  2 55  0]
 [ 2  2 11  5]]"
76;{'n_estimators': 88, 'max_depth': 6, 'min_data_in_leaf': 47, 'learning_rate': 0,5604081632653061};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";84,27%;70,00%;66,03%;59,17%;60,46%;"[[16  0  3  1]
 [ 2  8  8  2]
 [ 2  2 55  1]
 [ 0  4 11  5]]"
155;{'n_estimators': 111, 'max_depth': 7, 'min_data_in_leaf': 49, 'learning_rate': 0,5991836734693877};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";82,21%;70,83%;68,47%;58,75%;60,43%;"[[15  1  3  1]
 [ 3  7  9  1]
 [ 2  0 57  1]
 [ 1  3 10  6]]"
135;{'n_estimators': 159, 'max_depth': 7, 'min_data_in_leaf': 61, 'learning_rate': 0,39755102040816326};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";86,73%;69,17%;66,58%;58,75%;60,42%;"[[15  2  3  0]
 [ 2  7  9  2]
 [ 3  2 54  1]
 [ 1  2 10  7]]"
126;{'n_estimators': 148, 'max_depth': 8, 'min_data_in_leaf': 21, 'learning_rate': 0,5604081632653061};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";85,72%;70,83%;66,41%;59,58%;60,42%;"[[14  1  3  2]
 [ 2 11  7  0]
 [ 2  1 56  1]
 [ 1  5 10  4]]"
156;{'n_estimators': 88, 'max_depth': 10, 'min_data_in_leaf': 33, 'learning_rate': 0,39755102040816326};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";83,34%;69,17%;64,36%;59,58%;60,40%;"[[15  1  3  1]
 [ 2 10  7  1]
 [ 3  1 53  3]
 [ 2  3 10  5]]"
74;{'n_estimators': 82, 'max_depth': 10, 'min_data_in_leaf': 41, 'learning_rate': 0,36653061224489797};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";85,13%;69,17%;65,50%;58,75%;60,36%;"[[14  2  3  1]
 [ 2  9  8  1]
 [ 2  2 54  2]
 [ 2  2 10  6]]"
185;{'n_estimators': 133, 'max_depth': 6, 'min_data_in_leaf': 46, 'learning_rate': 0,4828571428571429};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";83,09%;70,00%;66,37%;60,00%;60,36%;"[[17  0  2  1]
 [ 2  9  8  1]
 [ 3  2 54  1]
 [ 0  4 12  4]]"
99;{'n_estimators': 111, 'max_depth': 7, 'min_data_in_leaf': 49, 'learning_rate': 0,4751020408163265};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";84,89%;69,17%;64,61%;58,75%;60,35%;"[[14  1  3  2]
 [ 3  8  7  2]
 [ 3  2 54  1]
 [ 0  3 10  7]]"
269;{'n_estimators': 128, 'max_depth': 8, 'min_data_in_leaf': 48, 'learning_rate': 0,6379591836734694};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";85,65%;68,33%;65,64%;59,17%;60,29%;"[[16  0  3  1]
 [ 2  8  8  2]
 [ 4  1 52  3]
 [ 1  2 11  6]]"
35;{'n_estimators': 82, 'max_depth': 7, 'min_data_in_leaf': 34, 'learning_rate': 0,38204081632653064};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";85,66%;70,83%;68,87%;59,58%;60,27%;"[[16  1  2  1]
 [ 3  9  7  1]
 [ 2  2 56  0]
 [ 1  2 13  4]]"
263;{'n_estimators': 88, 'max_depth': 8, 'min_data_in_leaf': 39, 'learning_rate': 0,6224489795918366};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";83,97%;66,67%;63,76%;59,17%;60,25%;"[[16  1  2  1]
 [ 2  9  8  1]
 [ 2  6 49  3]
 [ 1  0 13  6]]"
195;{'n_estimators': 108, 'max_depth': 9, 'min_data_in_leaf': 21, 'learning_rate': 0,5914285714285714};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";82,95%;70,00%;65,82%;59,17%;60,24%;"[[16  1  2  1]
 [ 2  7  8  3]
 [ 3  1 55  1]
 [ 1  2 11  6]]"
217;{'n_estimators': 131, 'max_depth': 7, 'min_data_in_leaf': 54, 'learning_rate': 0,4906122448979592};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";82,71%;70,00%;65,63%;59,17%;60,15%;"[[15  1  3  1]
 [ 2  8  8  2]
 [ 4  1 55  0]
 [ 1  5  8  6]]"
241;{'n_estimators': 122, 'max_depth': 9, 'min_data_in_leaf': 41, 'learning_rate': 0,5836734693877551};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";85,68%;69,17%;64,81%;58,75%;60,15%;"[[14  3  2  1]
 [ 3  9  6  2]
 [ 3  2 54  1]
 [ 0  2 12  6]]"
49;{'n_estimators': 124, 'max_depth': 6, 'min_data_in_leaf': 54, 'learning_rate': 0,4363265306122449};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";83,25%;69,17%;64,88%;58,75%;60,09%;"[[15  0  4  1]
 [ 2  8  7  3]
 [ 3  2 54  1]
 [ 1  3 10  6]]"
200;{'n_estimators': 73, 'max_depth': 7, 'min_data_in_leaf': 44, 'learning_rate': 0,4673469387755102};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";84,38%;68,33%;67,43%;59,17%;60,07%;"[[16  1  2  1]
 [ 2  9  8  1]
 [ 4  4 52  0]
 [ 0  2 13  5]]"
33;{'n_estimators': 122, 'max_depth': 9, 'min_data_in_leaf': 54, 'learning_rate': 0,6767346938775509};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";83,80%;67,50%;62,86%;59,58%;60,06%;"[[15  1  2  2]
 [ 1 11  6  2]
 [ 4  5 50  1]
 [ 0  3 12  5]]"
130;{'n_estimators': 81, 'max_depth': 11, 'min_data_in_leaf': 22, 'learning_rate': 0,5448979591836735};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";84,47%;69,17%;70,32%;59,58%;60,05%;"[[16  1  3  0]
 [ 2 10  7  1]
 [ 4  3 53  0]
 [ 0  3 13  4]]"
201;{'n_estimators': 124, 'max_depth': 11, 'min_data_in_leaf': 46, 'learning_rate': 0,6767346938775509};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";80,68%;68,33%;62,26%;59,17%;60,02%;"[[15  1  2  2]
 [ 2  8  8  2]
 [ 2  3 52  3]
 [ 2  3  8  7]]"
112;{'n_estimators': 157, 'max_depth': 9, 'min_data_in_leaf': 51, 'learning_rate': 0,6767346938775509};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";82,32%;68,33%;64,26%;59,17%;59,98%;"[[15  1  2  2]
 [ 2 10  7  1]
 [ 4  3 52  1]
 [ 0  3 12  5]]"
46;{'n_estimators': 124, 'max_depth': 6, 'min_data_in_leaf': 52, 'learning_rate': 0,36653061224489797};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";83,93%;68,33%;65,41%;58,33%;59,94%;"[[14  2  3  1]
 [ 2  8  8  2]
 [ 5  2 53  0]
 [ 0  3 10  7]]"
92;{'n_estimators': 115, 'max_depth': 11, 'min_data_in_leaf': 35, 'learning_rate': 0,5914285714285714};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";84,25%;69,17%;64,56%;59,58%;59,93%;"[[17  0  2  1]
 [ 2  8  9  1]
 [ 2  3 53  2]
 [ 2  3 10  5]]"
59;{'n_estimators': 119, 'max_depth': 7, 'min_data_in_leaf': 45, 'learning_rate': 0,42081632653061224};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";83,89%;69,17%;64,02%;58,75%;59,88%;"[[15  1  3  1]
 [ 2  8  7  3]
 [ 3  2 54  1]
 [ 1  3 10  6]]"
61;{'n_estimators': 88, 'max_depth': 5, 'min_data_in_leaf': 35, 'learning_rate': 0,5681632653061224};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";81,64%;70,00%;66,34%;59,17%;59,84%;"[[17  0  2  1]
 [ 3  5 10  2]
 [ 2  3 55  0]
 [ 1  2 10  7]]"
221;{'n_estimators': 110, 'max_depth': 11, 'min_data_in_leaf': 49, 'learning_rate': 0,4285714285714286};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";85,08%;69,17%;66,38%;57,92%;59,82%;"[[14  0  4  2]
 [ 2  9  7  2]
 [ 3  1 55  1]
 [ 1  2 12  5]]"
5;{'n_estimators': 153, 'max_depth': 9, 'min_data_in_leaf': 58, 'learning_rate': 0,3355102040816327};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";85,76%;70,00%;66,36%;58,33%;59,70%;"[[15  2  2  1]
 [ 2  8  7  3]
 [ 3  1 56  0]
 [ 1  1 13  5]]"
158;{'n_estimators': 137, 'max_depth': 7, 'min_data_in_leaf': 52, 'learning_rate': 0,42081632653061224};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";84,50%;69,17%;63,80%;58,75%;59,70%;"[[16  1  2  1]
 [ 2  8  7  3]
 [ 2  2 54  2]
 [ 1  2 12  5]]"
189;{'n_estimators': 81, 'max_depth': 11, 'min_data_in_leaf': 46, 'learning_rate': 0,40530612244897957};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";84,86%;69,17%;66,32%;57,92%;59,68%;"[[14  1  3  2]
 [ 2  9  8  1]
 [ 3  1 55  1]
 [ 1  2 12  5]]"
162;{'n_estimators': 130, 'max_depth': 5, 'min_data_in_leaf': 35, 'learning_rate': 0,5448979591836735};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";85,37%;70,00%;64,51%;59,17%;59,66%;"[[15  1  3  1]
 [ 1 11  6  2]
 [ 3  1 55  1]
 [ 1  3 13  3]]"
15;{'n_estimators': 137, 'max_depth': 9, 'min_data_in_leaf': 38, 'learning_rate': 0,5216326530612245};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";84,32%;70,00%;70,10%;59,17%;59,62%;"[[16  1  2  1]
 [ 2  9  9  0]
 [ 3  2 55  0]
 [ 1  4 11  4]]"
91;{'n_estimators': 148, 'max_depth': 5, 'min_data_in_leaf': 58, 'learning_rate': 0,3510204081632653};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";85,06%;67,50%;63,88%;58,75%;59,58%;"[[16  1  2  1]
 [ 2  8  8  2]
 [ 4  3 51  2]
 [ 1  1 12  6]]"
248;{'n_estimators': 161, 'max_depth': 5, 'min_data_in_leaf': 32, 'learning_rate': 0,5759183673469388};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";82,04%;70,00%;67,29%;58,33%;59,58%;"[[15  1  3  1]
 [ 2  8  8  2]
 [ 3  1 56  0]
 [ 2  2 11  5]]"
292;{'n_estimators': 139, 'max_depth': 11, 'min_data_in_leaf': 30, 'learning_rate': 0,5526530612244898};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";83,07%;67,50%;65,07%;57,92%;59,57%;"[[14  2  3  1]
 [ 2  9  8  1]
 [ 4  2 52  2]
 [ 1  1 12  6]]"
298;{'n_estimators': 84, 'max_depth': 5, 'min_data_in_leaf': 32, 'learning_rate': 0,5061224489795918};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";85,20%;67,50%;65,67%;57,92%;59,53%;"[[14  1  3  2]
 [ 2  9  9  0]
 [ 5  2 52  1]
 [ 0  3 11  6]]"
245;{'n_estimators': 99, 'max_depth': 11, 'min_data_in_leaf': 64, 'learning_rate': 0,5604081632653061};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";84,16%;68,33%;63,68%;58,33%;59,51%;"[[15  1  3  1]
 [ 2  8  8  2]
 [ 2  3 53  2]
 [ 2  2 10  6]]"
291;{'n_estimators': 84, 'max_depth': 7, 'min_data_in_leaf': 40, 'learning_rate': 0,42081632653061224};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";83,16%;69,17%;66,39%;57,92%;59,51%;"[[15  1  3  1]
 [ 2  7  9  2]
 [ 3  1 55  1]
 [ 1  2 11  6]]"
240;{'n_estimators': 101, 'max_depth': 9, 'min_data_in_leaf': 42, 'learning_rate': 0,4906122448979592};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";83,44%;70,00%;64,81%;59,17%;59,48%;"[[14  2  3  1]
 [ 2 11  5  2]
 [ 3  2 55  0]
 [ 2  3 11  4]]"
127;{'n_estimators': 122, 'max_depth': 7, 'min_data_in_leaf': 46, 'learning_rate': 0,42081632653061224};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";86,09%;68,33%;64,35%;59,17%;59,41%;"[[17  0  2  1]
 [ 2  9  7  2]
 [ 4  0 52  4]
 [ 2  2 12  4]]"
207;{'n_estimators': 142, 'max_depth': 8, 'min_data_in_leaf': 62, 'learning_rate': 0,3742857142857143};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";83,99%;68,33%;64,59%;57,50%;59,39%;"[[14  2  3  1]
 [ 2  7  9  2]
 [ 3  2 54  1]
 [ 0  3 10  7]]"
148;{'n_estimators': 72, 'max_depth': 10, 'min_data_in_leaf': 46, 'learning_rate': 0,4751020408163265};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";83,38%;69,17%;63,98%;58,75%;59,32%;"[[15  1  2  2]
 [ 3 10  6  1]
 [ 2  3 54  1]
 [ 1  2 13  4]]"
294;{'n_estimators': 113, 'max_depth': 8, 'min_data_in_leaf': 55, 'learning_rate': 0,343265306122449};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";85,24%;70,00%;69,02%;58,33%;59,24%;"[[16  0  4  0]
 [ 2  8  8  2]
 [ 3  1 56  0]
 [ 1  3 12  4]]"
174;{'n_estimators': 95, 'max_depth': 8, 'min_data_in_leaf': 55, 'learning_rate': 0,5991836734693877};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";82,98%;68,33%;64,52%;57,50%;59,23%;"[[14  0  4  2]
 [ 2  8  8  2]
 [ 3  3 54  0]
 [ 0  4 10  6]]"
151;{'n_estimators': 81, 'max_depth': 10, 'min_data_in_leaf': 31, 'learning_rate': 0,41306122448979593};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";82,96%;68,33%;63,12%;58,33%;59,22%;"[[15  1  3  1]
 [ 2  8  8  2]
 [ 2  3 53  2]
 [ 3  2  9  6]]"
55;{'n_estimators': 99, 'max_depth': 11, 'min_data_in_leaf': 28, 'learning_rate': 0,38204081632653064};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";83,14%;67,50%;64,33%;57,92%;59,17%;"[[16  0  3  1]
 [ 2  8  9  1]
 [ 2  4 52  2]
 [ 0  3 12  5]]"
85;{'n_estimators': 101, 'max_depth': 10, 'min_data_in_leaf': 51, 'learning_rate': 0,38979591836734695};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";84,93%;68,33%;62,86%;57,50%;59,13%;"[[13  2  3  2]
 [ 2  9  7  2]
 [ 2  2 54  2]
 [ 1  3 10  6]]"
18;{'n_estimators': 113, 'max_depth': 6, 'min_data_in_leaf': 38, 'learning_rate': 0,3587755102040816};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";83,71%;69,17%;63,62%;58,75%;59,09%;"[[16  1  2  1]
 [ 3  6  8  3]
 [ 3  1 54  2]
 [ 2  2  9  7]]"
267;{'n_estimators': 113, 'max_depth': 5, 'min_data_in_leaf': 30, 'learning_rate': 0,6689795918367347};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";83,58%;67,50%;66,07%;57,92%;59,08%;"[[16  0  4  0]
 [ 2  8  9  1]
 [ 3  3 52  2]
 [ 1  2 12  5]]"
173;{'n_estimators': 124, 'max_depth': 8, 'min_data_in_leaf': 59, 'learning_rate': 0,5371428571428571};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";83,49%;67,50%;61,64%;57,92%;59,07%;"[[14  2  2  2]
 [ 2  8  7  3]
 [ 3  3 52  2]
 [ 1  2 10  7]]"
68;{'n_estimators': 142, 'max_depth': 10, 'min_data_in_leaf': 56, 'learning_rate': 0,6146938775510205};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";83,16%;69,17%;63,33%;57,92%;59,06%;"[[14  1  3  2]
 [ 3  9  6  2]
 [ 3  1 55  1]
 [ 0  4 11  5]]"
30;{'n_estimators': 119, 'max_depth': 7, 'min_data_in_leaf': 33, 'learning_rate': 0,6302040816326531};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";83,79%;69,17%;66,96%;57,08%;59,01%;"[[14  1  4  1]
 [ 2  9  7  2]
 [ 2  1 56  1]
 [ 1  1 14  4]]"
50;{'n_estimators': 97, 'max_depth': 5, 'min_data_in_leaf': 58, 'learning_rate': 0,4751020408163265};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";85,22%;69,17%;63,57%;57,92%;59,01%;"[[14  2  2  2]
 [ 2  9  6  3]
 [ 4  1 55  0]
 [ 1  2 12  5]]"
227;{'n_estimators': 159, 'max_depth': 8, 'min_data_in_leaf': 35, 'learning_rate': 0,6612244897959183};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";84,40%;67,50%;64,10%;57,92%;59,00%;"[[15  1  3  1]
 [ 3  8  8  1]
 [ 2  5 52  1]
 [ 1  3 10  6]]"
136;{'n_estimators': 82, 'max_depth': 10, 'min_data_in_leaf': 54, 'learning_rate': 0,5526530612244898};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";83,56%;69,17%;62,30%;58,75%;58,97%;"[[15  1  2  2]
 [ 2 11  5  2]
 [ 3  2 54  1]
 [ 0  3 14  3]]"
116;{'n_estimators': 146, 'max_depth': 10, 'min_data_in_leaf': 48, 'learning_rate': 0,5138775510204081};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";84,43%;66,67%;61,46%;57,50%;58,96%;"[[14  1  3  2]
 [ 1  9  7  3]
 [ 2  3 51  4]
 [ 1  3 10  6]]"
179;{'n_estimators': 135, 'max_depth': 10, 'min_data_in_leaf': 38, 'learning_rate': 0,6689795918367347};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";83,87%;69,17%;69,83%;57,92%;58,94%;"[[14  2  3  1]
 [ 2 10  8  0]
 [ 3  2 55  0]
 [ 1  3 12  4]]"
9;{'n_estimators': 146, 'max_depth': 10, 'min_data_in_leaf': 47, 'learning_rate': 0,5526530612244898};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";83,30%;68,33%;62,87%;58,33%;58,92%;"[[16  1  2  1]
 [ 3  8  8  1]
 [ 2  2 53  3]
 [ 1  3 11  5]]"
152;{'n_estimators': 102, 'max_depth': 7, 'min_data_in_leaf': 45, 'learning_rate': 0,5138775510204081};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";84,84%;67,50%;63,17%;57,92%;58,87%;"[[16  1  2  1]
 [ 1  8  9  2]
 [ 3  3 52  2]
 [ 1  2 12  5]]"
57;{'n_estimators': 157, 'max_depth': 9, 'min_data_in_leaf': 58, 'learning_rate': 0,4906122448979592};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";84,54%;67,50%;62,58%;57,92%;58,85%;"[[15  0  3  2]
 [ 3  9  6  2]
 [ 3  2 52  3]
 [ 1  2 12  5]]"
100;{'n_estimators': 124, 'max_depth': 5, 'min_data_in_leaf': 20, 'learning_rate': 0,4983673469387755};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";84,54%;68,33%;64,06%;58,33%;58,85%;"[[14  2  3  1]
 [ 2 12  6  0]
 [ 4  0 53  3]
 [ 2  1 14  3]]"
4;{'n_estimators': 131, 'max_depth': 5, 'min_data_in_leaf': 25, 'learning_rate': 0,45959183673469384};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";83,14%;68,33%;63,54%;57,50%;58,84%;"[[15  0  3  2]
 [ 2  9  8  1]
 [ 1  3 54  2]
 [ 0  4 12  4]]"
